"자전거번호","등록일시","고장구분","등록날짜","자전거","년도","일자"
"SPB-01889","2019-09-24 13:23","안장","2019-09-24",1889,2019,632
"SPB-01889","2019-09-27 17:44","체인","2019-09-27",1889,2019,635
"SPB-02104","2019-07-06 0:52","타이어 ","2019-07-06",2104,2019,552
"SPB-02104","2019-09-26 8:07","안장","2019-09-26",2104,2019,634
"SPB-02150","2019-05-14 20:01","단말기","2019-05-14",2150,2019,499
"SPB-02150","2019-06-23 23:09","페달","2019-06-23",2150,2019,539
"SPB-02169","2019-10-22 8:52","체인","2019-10-22",2169,2019,660
"SPB-02243","2019-05-03 9:39","단말기","2019-05-03",2243,2019,488
"SPB-02243","2019-12-08 14:18","체인","2019-12-08",2243,2019,707
"SPB-02317","2019-05-13 8:43","기타 ","2019-05-13",2317,2019,498
"SPB-02329","2019-08-18 20:21","타이어 ","2019-08-18",2329,2019,595
"SPB-02329","2019-08-26 19:10","기타 ","2019-08-26",2329,2019,603
"SPB-02344","2019-06-27 8:34","단말기","2019-06-27",2344,2019,543
"SPB-02344","2019-08-01 18:15","단말기","2019-08-01",2344,2019,578
"SPB-02387","2019-06-17 17:13","안장","2019-06-17",2387,2019,533
"SPB-02426","2019-11-22 18:20","단말기","2019-11-22",2426,2019,691
"SPB-02426","2019-12-16 17:53","체인","2019-12-16",2426,2019,715
"SPB-02496","2019-09-30 19:19","체인","2019-09-30",2496,2019,638
"SPB-02497","2019-06-24 20:53","체인","2019-06-24",2497,2019,540
"SPB-02497","2019-06-25 12:26","타이어 ","2019-06-25",2497,2019,541
"SPB-02497","2019-07-03 21:26","안장","2019-07-03",2497,2019,549
"SPB-02497","2019-07-14 13:11","체인","2019-07-14",2497,2019,560
"SPB-02591","2019-10-29 7:58","안장","2019-10-29",2591,2019,667
"SPB-02644","2019-07-06 17:25","안장","2019-07-06",2644,2019,552
"SPB-02644","2019-07-07 16:35","기타 ","2019-07-07",2644,2019,553
"SPB-02677","2019-10-28 9:40","타이어 ","2019-10-28",2677,2019,666
"SPB-02677","2019-10-31 18:25","타이어 ","2019-10-31",2677,2019,669
"SPB-02772","2019-09-28 18:41","타이어 ","2019-09-28",2772,2019,636
"SPB-02772","2019-10-18 23:14","안장","2019-10-18",2772,2019,656
"SPB-02881","2019-04-17 17:58","체인","2019-04-17",2881,2019,472
"SPB-02881","2019-04-22 8:48","페달","2019-04-22",2881,2019,477
"SPB-02988","2019-06-14 18:44","기타 ","2019-06-14",2988,2019,530
"SPB-02988","2019-07-29 1:40","단말기","2019-07-29",2988,2019,575
"SPB-02988","2019-08-20 12:26","안장","2019-08-20",2988,2019,597
"SPB-03055","2019-01-22 2:27","단말기","2019-01-22",3055,2019,387
"SPB-03055","2019-03-18 0:48","타이어 ","2019-03-18",3055,2019,442
"SPB-03288","2019-05-07 16:32","타이어 ","2019-05-07",3288,2019,492
"SPB-03288","2019-05-08 19:24","타이어 ","2019-05-08",3288,2019,493
"SPB-03294","2019-10-18 19:39","타이어 ","2019-10-18",3294,2019,656
"SPB-03417","2019-10-21 21:13","타이어 ","2019-10-21",3417,2019,659
"SPB-03417","2019-10-31 11:27","단말기","2019-10-31",3417,2019,669
"SPB-03679","2019-06-19 17:29","기타 ","2019-06-19",3679,2019,535
"SPB-03679","2019-07-05 8:49","기타 ","2019-07-05",3679,2019,551
"SPB-03713","2019-07-17 22:58","안장","2019-07-17",3713,2019,563
"SPB-03713","2019-10-31 11:07","단말기","2019-10-31",3713,2019,669
"SPB-03754","2019-06-04 2:48","타이어 ","2019-06-04",3754,2019,520
"SPB-03789","2019-06-10 18:20","페달","2019-06-10",3789,2019,526
"SPB-03789","2019-06-15 22:21","페달","2019-06-15",3789,2019,531
"SPB-03797","2019-05-11 22:58","단말기","2019-05-11",3797,2019,496
"SPB-03797","2019-05-14 14:27","체인","2019-05-14",3797,2019,499
"SPB-03816","2019-07-17 8:54","타이어 ","2019-07-17",3816,2019,563
"SPB-03816","2019-10-26 12:55","기타 ","2019-10-26",3816,2019,664
"SPB-03895","2019-09-17 20:56","안장","2019-09-17",3895,2019,625
"SPB-03895","2019-10-10 0:29","타이어 ","2019-10-10",3895,2019,648
"SPB-03921","2019-04-13 21:35","기타 ","2019-04-13",3921,2019,468
"SPB-03921","2019-08-06 14:12","기타 ","2019-08-06",3921,2019,583
"SPB-03959","2019-06-25 7:57","체인","2019-06-25",3959,2019,541
"SPB-03959","2019-08-22 7:14","타이어 ","2019-08-22",3959,2019,599
"SPB-03959","2019-08-24 0:50","타이어 ","2019-08-24",3959,2019,601
"SPB-04052","2019-11-01 13:00","단말기","2019-11-01",4052,2019,670
"SPB-04057","2019-10-04 21:26","페달","2019-10-04",4057,2019,642
"SPB-04057","2019-10-05 14:11","기타 ","2019-10-05",4057,2019,643
"SPB-04116","2019-09-28 17:17","체인","2019-09-28",4116,2019,636
"SPB-04262","2019-07-22 19:23","타이어 ","2019-07-22",4262,2019,568
"SPB-04262","2019-07-29 1:37","체인","2019-07-29",4262,2019,575
"SPB-04330","2019-07-02 14:04","단말기","2019-07-02",4330,2019,548
"SPB-04330","2019-07-22 6:43","체인","2019-07-22",4330,2019,568
"SPB-04355","2019-04-13 22:18","타이어 ","2019-04-13",4355,2019,468
"SPB-04355","2019-09-23 6:53","타이어 ","2019-09-23",4355,2019,631
"SPB-04620","2019-06-24 22:24","페달","2019-06-24",4620,2019,540
"SPB-04620","2019-06-30 11:08","체인","2019-06-30",4620,2019,546
"SPB-04628","2019-04-04 19:09","기타 ","2019-04-04",4628,2019,459
"SPB-04668","2019-11-01 17:35","페달","2019-11-01",4668,2019,670
"SPB-04668","2019-11-06 17:10","타이어 ","2019-11-06",4668,2019,675
"SPB-04678","2019-06-28 8:01","체인","2019-06-28",4678,2019,544
"SPB-04678","2019-07-09 0:35","타이어 ","2019-07-09",4678,2019,555
"SPB-04729","2019-07-09 21:38","타이어 ","2019-07-09",4729,2019,555
"SPB-04729","2019-09-28 17:43","기타 ","2019-09-28",4729,2019,636
"SPB-04840","2019-07-27 15:12","타이어 ","2019-07-27",4840,2019,573
"SPB-04840","2019-08-27 21:03","타이어 ","2019-08-27",4840,2019,604
"SPB-04909","2019-09-11 19:35","안장","2019-09-11",4909,2019,619
"SPB-04909","2019-10-11 7:25","체인","2019-10-11",4909,2019,649
"SPB-05065","2019-06-29 19:11","기타 ","2019-06-29",5065,2019,545
"SPB-05065","2019-10-10 15:50","기타 ","2019-10-10",5065,2019,648
"SPB-05067","2019-08-19 20:12","체인","2019-08-19",5067,2019,596
"SPB-05067","2019-09-21 9:04","안장","2019-09-21",5067,2019,629
"SPB-05094","2019-07-13 1:19","단말기","2019-07-13",5094,2019,559
"SPB-05143","2019-07-17 11:37","타이어 ","2019-07-17",5143,2019,563
"SPB-05143","2019-08-10 12:12","단말기","2019-08-10",5143,2019,587
"SPB-05143","2019-08-28 23:10","타이어 ","2019-08-28",5143,2019,605
"SPB-05177","2019-06-10 18:24","단말기","2019-06-10",5177,2019,526
"SPB-05177","2019-07-06 17:15","타이어 ","2019-07-06",5177,2019,552
"SPB-05181","2019-10-06 21:43","체인","2019-10-06",5181,2019,644
"SPB-05181","2019-10-08 17:41","페달","2019-10-08",5181,2019,646
"SPB-05196","2019-08-17 20:13","타이어 ","2019-08-17",5196,2019,594
"SPB-05196","2019-09-27 5:46","체인","2019-09-27",5196,2019,635
"SPB-05266","2019-10-22 19:55","안장","2019-10-22",5266,2019,660
"SPB-05312","2019-06-28 11:08","체인","2019-06-28",5312,2019,544
"SPB-05312","2019-09-09 20:18","기타 ","2019-09-09",5312,2019,617
"SPB-05325","2019-08-19 9:15","안장","2019-08-19",5325,2019,596
"SPB-05325","2019-08-24 21:29","안장","2019-08-24",5325,2019,601
"SPB-05346","2019-06-11 8:06","체인","2019-06-11",5346,2019,527
"SPB-05346","2019-11-14 19:57","페달","2019-11-14",5346,2019,683
"SPB-05431","2019-10-01 17:14","타이어 ","2019-10-01",5431,2019,639
"SPB-05431","2019-10-04 21:10","타이어 ","2019-10-04",5431,2019,642
"SPB-05463","2019-06-17 22:22","체인","2019-06-17",5463,2019,533
"SPB-05463","2019-07-02 8:21","안장","2019-07-02",5463,2019,548
"SPB-05469","2019-09-25 8:06","단말기","2019-09-25",5469,2019,633
"SPB-05497","2019-03-18 8:05","단말기","2019-03-18",5497,2019,442
"SPB-05497","2019-09-11 16:23","체인","2019-09-11",5497,2019,619
"SPB-05510","2019-08-25 15:24","체인","2019-08-25",5510,2019,602
"SPB-05510","2019-08-30 13:51","페달","2019-08-30",5510,2019,607
"SPB-05585","2019-03-24 23:26","체인","2019-03-24",5585,2019,448
"SPB-05597","2019-07-21 11:58","기타 ","2019-07-21",5597,2019,567
"SPB-05597","2019-07-30 14:41","기타 ","2019-07-30",5597,2019,576
"SPB-05619","2019-06-03 0:10","단말기","2019-06-03",5619,2019,519
"SPB-05637","2019-05-13 7:44","타이어 ","2019-05-13",5637,2019,498
"SPB-05637","2019-05-14 18:02","기타 ","2019-05-14",5637,2019,499
"SPB-05659","2019-10-01 17:02","체인","2019-10-01",5659,2019,639
"SPB-05659","2019-10-16 2:22","체인","2019-10-16",5659,2019,654
"SPB-05683","2019-07-02 21:57","안장","2019-07-02",5683,2019,548
"SPB-05683","2019-07-25 9:27","체인","2019-07-25",5683,2019,571
"SPB-05756","2019-10-26 16:20","안장","2019-10-26",5756,2019,664
"SPB-05756","2019-10-29 11:11","타이어 ","2019-10-29",5756,2019,667
"SPB-05861","2019-09-23 18:26","체인","2019-09-23",5861,2019,631
"SPB-05898","2019-08-27 19:28","기타 ","2019-08-27",5898,2019,604
"SPB-05905","2019-08-01 18:15","타이어 ","2019-08-01",5905,2019,578
"SPB-05905","2019-10-31 22:56","안장","2019-10-31",5905,2019,669
"SPB-06016","2019-07-22 11:19","체인","2019-07-22",6016,2019,568
"SPB-06016","2019-08-06 17:41","체인","2019-08-06",6016,2019,583
"SPB-06016","2019-09-27 18:17","기타 ","2019-09-27",6016,2019,635
"SPB-06058","2019-04-14 23:53","타이어 ","2019-04-14",6058,2019,469
"SPB-06058","2019-05-10 22:06","단말기","2019-05-10",6058,2019,495
"SPB-06111","2019-06-23 12:47","기타 ","2019-06-23",6111,2019,539
"SPB-06125","2019-10-23 21:21","체인","2019-10-23",6125,2019,661
"SPB-06125","2019-10-31 7:26","체인","2019-10-31",6125,2019,669
"SPB-06144","2019-08-19 7:54","안장","2019-08-19",6144,2019,596
"SPB-06144","2019-09-06 10:22","타이어 ","2019-09-06",6144,2019,614
"SPB-06183","2019-10-30 13:08","타이어 ","2019-10-30",6183,2019,668
"SPB-06183","2019-11-13 9:40","단말기","2019-11-13",6183,2019,682
"SPB-06191","2019-10-22 18:50","타이어 ","2019-10-22",6191,2019,660
"SPB-06191","2019-10-29 10:05","단말기","2019-10-29",6191,2019,667
"SPB-06286","2019-10-01 23:05","단말기","2019-10-01",6286,2019,639
"SPB-06286","2019-11-18 17:06","기타 ","2019-11-18",6286,2019,687
"SPB-06354","2019-06-12 20:32","체인","2019-06-12",6354,2019,528
"SPB-06354","2019-11-10 17:48","기타 ","2019-11-10",6354,2019,679
"SPB-06354","2019-11-11 11:44","기타 ","2019-11-11",6354,2019,680
"SPB-06354","2019-11-12 13:34","기타 ","2019-11-12",6354,2019,681
"SPB-06354","2019-11-20 14:35","기타 ","2019-11-20",6354,2019,689
"SPB-06389","2019-10-20 22:09","페달","2019-10-20",6389,2019,658
"SPB-06389","2019-10-21 20:30","페달","2019-10-21",6389,2019,659
"SPB-06389","2019-11-04 16:34","페달","2019-11-04",6389,2019,673
"SPB-06410","2019-06-24 5:58","안장","2019-06-24",6410,2019,540
"SPB-06441","2019-06-16 12:11","페달","2019-06-16",6441,2019,532
"SPB-06458","2019-08-18 8:22","타이어 ","2019-08-18",6458,2019,595
"SPB-06458","2019-08-28 0:37","단말기","2019-08-28",6458,2019,605
"SPB-06498","2019-09-30 6:23","기타 ","2019-09-30",6498,2019,638
"SPB-06498","2019-10-09 15:56","안장","2019-10-09",6498,2019,647
"SPB-06580","2019-04-19 8:45","안장","2019-04-19",6580,2019,474
"SPB-06582","2019-07-14 13:03","안장","2019-07-14",6582,2019,560
"SPB-06587","2019-01-31 16:18","안장","2019-01-31",6587,2019,396
"SPB-06587","2019-04-07 16:04","안장","2019-04-07",6587,2019,462
"SPB-06595","2019-10-20 22:29","체인","2019-10-20",6595,2019,658
"SPB-06595","2019-10-26 2:42","체인","2019-10-26",6595,2019,664
"SPB-06613","2019-08-19 18:24","타이어 ","2019-08-19",6613,2019,596
"SPB-06613","2019-08-28 22:00","안장","2019-08-28",6613,2019,605
"SPB-06613","2019-10-29 13:54","기타 ","2019-10-29",6613,2019,667
"SPB-06613","2019-11-11 16:51","타이어 ","2019-11-11",6613,2019,680
"SPB-06684","2019-05-08 1:25","단말기","2019-05-08",6684,2019,493
"SPB-06684","2019-05-15 4:38","단말기","2019-05-15",6684,2019,500
"SPB-06689","2019-01-19 1:38","단말기","2019-01-19",6689,2019,384
"SPB-06689","2019-07-04 23:29","단말기","2019-07-04",6689,2019,550
"SPB-06691","2019-10-28 3:28","체인","2019-10-28",6691,2019,666
"SPB-06691","2019-10-31 22:48","기타 ","2019-10-31",6691,2019,669
"SPB-06737","2019-03-09 16:05","기타 ","2019-03-09",6737,2019,433
"SPB-06737","2019-08-21 8:09","페달","2019-08-21",6737,2019,598
"SPB-06781","2019-06-02 18:51","기타 ","2019-06-02",6781,2019,518
"SPB-06781","2019-08-23 22:30","페달","2019-08-23",6781,2019,600
"SPB-06787","2019-09-17 21:26","타이어 ","2019-09-17",6787,2019,625
"SPB-06801","2019-07-07 20:18","기타 ","2019-07-07",6801,2019,553
"SPB-06801","2019-07-20 21:42","타이어 ","2019-07-20",6801,2019,566
"SPB-06861","2019-08-20 17:17","안장","2019-08-20",6861,2019,597
"SPB-06897","2019-06-01 12:44","체인","2019-06-01",6897,2019,517
"SPB-06973","2019-08-31 8:16","페달","2019-08-31",6973,2019,608
"SPB-06973","2019-09-09 21:18","체인","2019-09-09",6973,2019,617
"SPB-06995","2019-05-09 17:52","기타 ","2019-05-09",6995,2019,494
"SPB-06995","2019-10-11 18:55","체인","2019-10-11",6995,2019,649
"SPB-06995","2019-10-14 21:14","페달","2019-10-14",6995,2019,652
"SPB-07009","2019-10-05 1:06","체인","2019-10-05",7009,2019,643
"SPB-07021","2019-08-19 19:46","체인","2019-08-19",7021,2019,596
"SPB-07021","2019-10-27 17:04","기타 ","2019-10-27",7021,2019,665
"SPB-07052","2019-06-01 22:47","페달","2019-06-01",7052,2019,517
"SPB-07052","2019-06-03 9:18","페달","2019-06-03",7052,2019,519
"SPB-07052","2019-08-23 10:02","페달","2019-08-23",7052,2019,600
"SPB-07060","2019-11-16 14:40","체인","2019-11-16",7060,2019,685
"SPB-07060","2019-11-23 19:18","체인","2019-11-23",7060,2019,692
"SPB-07086","2019-05-14 15:01","타이어 ","2019-05-14",7086,2019,499
"SPB-07118","2019-11-12 19:06","안장","2019-11-12",7118,2019,681
"SPB-07129","2019-09-23 14:40","체인","2019-09-23",7129,2019,631
"SPB-07129","2019-10-01 21:14","체인","2019-10-01",7129,2019,639
"SPB-07152","2019-04-05 18:25","기타 ","2019-04-05",7152,2019,460
"SPB-07222","2019-09-29 21:14","페달","2019-09-29",7222,2019,637
"SPB-07222","2019-10-01 9:47","체인","2019-10-01",7222,2019,639
"SPB-07238","2019-09-03 16:06","기타 ","2019-09-03",7238,2019,611
"SPB-07239","2019-07-30 22:58","체인","2019-07-30",7239,2019,576
"SPB-07239","2019-08-04 14:43","체인","2019-08-04",7239,2019,581
"SPB-07258","2019-10-12 21:33","기타 ","2019-10-12",7258,2019,650
"SPB-07266","2019-10-11 20:46","체인","2019-10-11",7266,2019,649
"SPB-07266","2019-10-25 21:57","체인","2019-10-25",7266,2019,663
"SPB-07267","2019-07-20 14:43","단말기","2019-07-20",7267,2019,566
"SPB-07269","2019-09-08 13:12","체인","2019-09-08",7269,2019,616
"SPB-07269","2019-10-08 17:56","타이어 ","2019-10-08",7269,2019,646
"SPB-07272","2019-06-13 7:30","체인","2019-06-13",7272,2019,529
"SPB-07272","2019-08-14 22:19","체인","2019-08-14",7272,2019,591
"SPB-07290","2019-12-11 19:49","기타 ","2019-12-11",7290,2019,710
"SPB-07318","2019-05-10 16:45","단말기","2019-05-10",7318,2019,495
"SPB-07329","2019-10-14 7:52","체인","2019-10-14",7329,2019,652
"SPB-07329","2019-10-31 7:20","체인","2019-10-31",7329,2019,669
"SPB-07329","2019-11-05 19:54","체인","2019-11-05",7329,2019,674
"SPB-07329","2019-11-12 8:51","체인","2019-11-12",7329,2019,681
"SPB-07338","2019-10-26 10:50","체인","2019-10-26",7338,2019,664
"SPB-07338","2019-10-27 17:22","체인","2019-10-27",7338,2019,665
"SPB-07361","2019-10-24 19:00","타이어 ","2019-10-24",7361,2019,662
"SPB-07361","2019-10-25 15:20","기타 ","2019-10-25",7361,2019,663
"SPB-07417","2019-04-16 12:29","기타 ","2019-04-16",7417,2019,471
"SPB-07417","2019-08-16 16:19","타이어 ","2019-08-16",7417,2019,593
"SPB-07435","2019-08-03 18:45","안장","2019-08-03",7435,2019,580
"SPB-07514","2019-01-04 20:24","체인","2019-01-04",7514,2019,369
"SPB-07518","2019-03-19 17:28","타이어 ","2019-03-19",7518,2019,443
"SPB-07518","2019-04-07 22:16","안장","2019-04-07",7518,2019,462
"SPB-07524","2019-10-07 23:11","체인","2019-10-07",7524,2019,645
"SPB-07524","2019-10-11 16:30","체인","2019-10-11",7524,2019,649
"SPB-07576","2019-05-04 14:48","체인","2019-05-04",7576,2019,489
"SPB-07576","2019-05-07 22:34","페달","2019-05-07",7576,2019,492
"SPB-07576","2019-05-13 18:59","체인","2019-05-13",7576,2019,498
"SPB-07585","2019-09-19 21:31","기타 ","2019-09-19",7585,2019,627
"SPB-07585","2019-09-30 19:18","단말기","2019-09-30",7585,2019,638
"SPB-07591","2019-09-20 21:02","타이어 ","2019-09-20",7591,2019,628
"SPB-07700","2019-04-01 6:08","단말기","2019-04-01",7700,2019,456
"SPB-07700","2019-11-19 14:31","기타 ","2019-11-19",7700,2019,688
"SPB-07721","2019-06-14 2:27","체인","2019-06-14",7721,2019,530
"SPB-07721","2019-06-30 4:35","기타 ","2019-06-30",7721,2019,546
"SPB-07893","2019-09-15 22:25","안장","2019-09-15",7893,2019,623
"SPB-07893","2019-09-23 19:23","기타 ","2019-09-23",7893,2019,631
"SPB-08000","2019-06-08 17:59","기타 ","2019-06-08",8000,2019,524
"SPB-08000","2019-06-19 23:44","단말기","2019-06-19",8000,2019,535
"SPB-08060","2019-10-08 18:19","타이어 ","2019-10-08",8060,2019,646
"SPB-08060","2019-12-29 2:52","타이어 ","2019-12-29",8060,2019,728
"SPB-08154","2019-04-07 19:07","단말기","2019-04-07",8154,2019,462
"SPB-08159","2019-06-03 8:17","타이어 ","2019-06-03",8159,2019,519
"SPB-08159","2019-11-09 21:11","페달","2019-11-09",8159,2019,678
"SPB-08162","2019-09-05 22:30","단말기","2019-09-05",8162,2019,613
"SPB-08162","2019-09-08 21:11","타이어 ","2019-09-08",8162,2019,616
"SPB-08198","2019-10-20 17:51","안장","2019-10-20",8198,2019,658
"SPB-08198","2019-10-23 3:12","체인","2019-10-23",8198,2019,661
"SPB-08238","2019-04-15 20:43","단말기","2019-04-15",8238,2019,470
"SPB-08238","2019-09-27 15:14","안장","2019-09-27",8238,2019,635
"SPB-08323","2019-07-07 11:23","타이어 ","2019-07-07",8323,2019,553
"SPB-08323","2019-07-14 0:26","체인","2019-07-14",8323,2019,560
"SPB-08382","2019-06-06 18:39","체인","2019-06-06",8382,2019,522
"SPB-08420","2019-07-08 3:05","기타 ","2019-07-08",8420,2019,554
"SPB-08420","2019-07-09 20:13","체인","2019-07-09",8420,2019,555
"SPB-08559","2019-11-28 17:21","페달","2019-11-28",8559,2019,697
"SPB-08567","2019-05-10 17:12","안장","2019-05-10",8567,2019,495
"SPB-08586","2019-08-21 23:40","체인","2019-08-21",8586,2019,598
"SPB-08586","2019-11-11 18:42","기타 ","2019-11-11",8586,2019,680
"SPB-08600","2019-03-09 11:29","타이어 ","2019-03-09",8600,2019,433
"SPB-08600","2019-07-19 8:20","페달","2019-07-19",8600,2019,565
"SPB-08616","2019-06-05 15:38","체인","2019-06-05",8616,2019,521
"SPB-08616","2019-07-24 12:12","타이어 ","2019-07-24",8616,2019,570
"SPB-08668","2019-10-02 9:25","안장","2019-10-02",8668,2019,640
"SPB-08683","2019-09-08 17:04","체인","2019-09-08",8683,2019,616
"SPB-08683","2019-09-09 15:07","기타 ","2019-09-09",8683,2019,617
"SPB-08683","2019-09-11 21:51","체인","2019-09-11",8683,2019,619
"SPB-08697","2019-10-15 16:34","타이어 ","2019-10-15",8697,2019,653
"SPB-08749","2019-02-07 19:05","안장","2019-02-07",8749,2019,403
"SPB-08749","2019-10-11 12:15","체인","2019-10-11",8749,2019,649
"SPB-08849","2019-06-15 18:42","타이어 ","2019-06-15",8849,2019,531
"SPB-08849","2019-07-08 3:04","기타 ","2019-07-08",8849,2019,554
"SPB-08868","2019-11-07 16:08","안장","2019-11-07",8868,2019,676
"SPB-08868","2019-11-09 13:16","타이어 ","2019-11-09",8868,2019,678
"SPB-08905","2019-06-19 23:06","기타 ","2019-06-19",8905,2019,535
"SPB-08905","2019-09-16 9:42","안장","2019-09-16",8905,2019,624
"SPB-08905","2019-09-19 1:13","안장","2019-09-19",8905,2019,627
"SPB-08943","2019-02-22 9:39","단말기","2019-02-22",8943,2019,418
"SPB-08943","2019-04-03 15:01","기타 ","2019-04-03",8943,2019,458
"SPB-08943","2019-10-30 15:16","타이어 ","2019-10-30",8943,2019,668
"SPB-09004","2019-05-01 22:39","체인","2019-05-01",9004,2019,486
"SPB-09061","2019-05-03 21:38","단말기","2019-05-03",9061,2019,488
"SPB-09061","2019-06-09 18:10","기타 ","2019-06-09",9061,2019,525
"SPB-09061","2019-09-29 4:58","단말기","2019-09-29",9061,2019,637
"SPB-09061","2019-11-25 18:24","타이어 ","2019-11-25",9061,2019,694
"SPB-09127","2019-07-02 19:31","단말기","2019-07-02",9127,2019,548
"SPB-09127","2019-07-05 12:50","단말기","2019-07-05",9127,2019,551
"SPB-09168","2019-08-31 23:09","단말기","2019-08-31",9168,2019,608
"SPB-09199","2019-10-22 19:19","안장","2019-10-22",9199,2019,660
"SPB-09199","2019-10-24 20:29","타이어 ","2019-10-24",9199,2019,662
"SPB-09199","2019-11-07 1:30","타이어 ","2019-11-07",9199,2019,676
"SPB-09207","2019-09-16 7:37","타이어 ","2019-09-16",9207,2019,624
"SPB-09207","2019-09-18 22:25","체인","2019-09-18",9207,2019,626
"SPB-09207","2019-09-24 18:43","체인","2019-09-24",9207,2019,632
"SPB-09246","2019-10-03 18:16","단말기","2019-10-03",9246,2019,641
"SPB-09284","2019-09-14 23:51","체인","2019-09-14",9284,2019,622
"SPB-09300","2019-08-28 19:51","단말기","2019-08-28",9300,2019,605
"SPB-09342","2019-09-11 16:20","단말기","2019-09-11",9342,2019,619
"SPB-09342","2019-09-15 16:32","타이어 ","2019-09-15",9342,2019,623
"SPB-09487","2019-06-01 9:28","타이어 ","2019-06-01",9487,2019,517
"SPB-09487","2019-09-25 17:28","기타 ","2019-09-25",9487,2019,633
"SPB-09492","2019-06-27 16:41","체인","2019-06-27",9492,2019,543
"SPB-09492","2019-07-04 22:54","페달","2019-07-04",9492,2019,550
"SPB-09515","2019-04-17 7:56","타이어 ","2019-04-17",9515,2019,472
"SPB-09515","2019-04-19 20:23","타이어 ","2019-04-19",9515,2019,474
"SPB-09575","2019-09-11 15:44","체인","2019-09-11",9575,2019,619
"SPB-09575","2019-09-18 20:28","체인","2019-09-18",9575,2019,626
"SPB-09780","2019-04-15 12:38","체인","2019-04-15",9780,2019,470
"SPB-09780","2019-06-30 19:06","체인","2019-06-30",9780,2019,546
"SPB-09810","2019-04-08 17:28","안장","2019-04-08",9810,2019,463
"SPB-09810","2019-04-17 16:24","단말기","2019-04-17",9810,2019,472
"SPB-09810","2019-07-05 22:34","단말기","2019-07-05",9810,2019,551
"SPB-09827","2019-08-28 13:43","안장","2019-08-28",9827,2019,605
"SPB-09923","2019-09-01 0:44","체인","2019-09-01",9923,2019,609
"SPB-09923","2019-09-04 17:33","페달","2019-09-04",9923,2019,612
"SPB-09929","2019-07-19 23:31","단말기","2019-07-19",9929,2019,565
"SPB-09943","2019-09-29 22:21","체인","2019-09-29",9943,2019,637
"SPB-09943","2019-09-30 22:18","체인","2019-09-30",9943,2019,638
"SPB-10041","2019-06-12 8:24","체인","2019-06-12",10041,2019,528
"SPB-10041","2019-09-09 18:49","단말기","2019-09-09",10041,2019,617
"SPB-10054","2019-06-03 12:19","단말기","2019-06-03",10054,2019,519
"SPB-10098","2019-10-24 22:27","단말기","2019-10-24",10098,2019,662
"SPB-10098","2019-10-30 1:38","타이어 ","2019-10-30",10098,2019,668
"SPB-10099","2019-07-20 0:20","단말기","2019-07-20",10099,2019,566
"SPB-10099","2019-10-01 4:18","단말기","2019-10-01",10099,2019,639
"SPB-10405","2019-08-08 16:26","체인","2019-08-08",10405,2019,585
"SPB-10405","2019-08-28 17:17","체인","2019-08-28",10405,2019,605
"SPB-10456","2019-03-20 7:03","기타 ","2019-03-20",10456,2019,444
"SPB-10456","2019-11-01 6:13","단말기","2019-11-01",10456,2019,670
"SPB-10560","2019-06-03 17:38","타이어 ","2019-06-03",10560,2019,519
"SPB-10560","2019-11-03 0:43","체인","2019-11-03",10560,2019,672
"SPB-10592","2019-06-08 12:28","타이어 ","2019-06-08",10592,2019,524
"SPB-10592","2019-06-17 18:00","기타 ","2019-06-17",10592,2019,533
"SPB-10655","2019-07-02 20:44","체인","2019-07-02",10655,2019,548
"SPB-10655","2019-07-04 18:28","타이어 ","2019-07-04",10655,2019,550
"SPB-10705","2019-11-09 21:54","안장","2019-11-09",10705,2019,678
"SPB-10728","2019-12-06 11:54","체인","2019-12-06",10728,2019,705
"SPB-10728","2019-12-07 15:37","체인","2019-12-07",10728,2019,706
"SPB-10774","2019-07-02 19:15","체인","2019-07-02",10774,2019,548
"SPB-10774","2019-08-22 9:37","단말기","2019-08-22",10774,2019,599
"SPB-10794","2019-11-06 8:03","타이어 ","2019-11-06",10794,2019,675
"SPB-10794","2019-11-11 13:05","타이어 ","2019-11-11",10794,2019,680
"SPB-10794","2019-11-16 9:55","타이어 ","2019-11-16",10794,2019,685
"SPB-10873","2019-03-09 3:05","단말기","2019-03-09",10873,2019,433
"SPB-10873","2019-08-27 21:51","체인","2019-08-27",10873,2019,604
"SPB-10904","2019-07-27 16:08","단말기","2019-07-27",10904,2019,573
"SPB-10906","2019-11-08 7:19","타이어 ","2019-11-08",10906,2019,677
"SPB-10906","2019-12-19 20:26","타이어 ","2019-12-19",10906,2019,718
"SPB-10943","2019-05-14 19:34","페달","2019-05-14",10943,2019,499
"SPB-10943","2019-05-15 21:08","체인","2019-05-15",10943,2019,500
"SPB-10943","2019-10-16 14:33","타이어 ","2019-10-16",10943,2019,654
"SPB-11062","2019-07-15 22:38","안장","2019-07-15",11062,2019,561
"SPB-11063","2019-10-09 13:39","페달","2019-10-09",11063,2019,647
"SPB-11063","2019-10-15 11:18","안장","2019-10-15",11063,2019,653
"SPB-11102","2019-03-27 11:19","타이어 ","2019-03-27",11102,2019,451
"SPB-11102","2019-04-17 14:13","안장","2019-04-17",11102,2019,472
"SPB-11136","2019-01-17 16:25","페달","2019-01-17",11136,2019,382
"SPB-11136","2019-08-16 16:16","체인","2019-08-16",11136,2019,593
"SPB-11136","2019-08-17 15:30","체인","2019-08-17",11136,2019,594
