"자전거번호","등록일시","고장구분","등록날짜","자전거","년도","일자"
"SPB-11136","2019-08-18 1:37","체인","2019-08-18",11136,2019,595
"SPB-11248","2019-10-13 22:03","단말기","2019-10-13",11248,2019,651
"SPB-11252","2019-03-17 16:02","안장","2019-03-17",11252,2019,441
"SPB-11252","2019-07-12 23:17","단말기","2019-07-12",11252,2019,558
"SPB-11317","2019-08-27 23:04","타이어 ","2019-08-27",11317,2019,604
"SPB-11317","2019-09-27 17:33","기타 ","2019-09-27",11317,2019,635
"SPB-11328","2019-09-03 13:59","안장","2019-09-03",11328,2019,611
"SPB-11328","2019-09-26 18:32","체인","2019-09-26",11328,2019,634
"SPB-11335","2019-06-17 15:47","기타 ","2019-06-17",11335,2019,533
"SPB-11503","2019-02-10 22:30","안장","2019-02-10",11503,2019,406
"SPB-11515","2019-08-28 5:09","단말기","2019-08-28",11515,2019,605
"SPB-11515","2019-09-18 21:50","단말기","2019-09-18",11515,2019,626
"SPB-11558","2019-03-27 12:01","단말기","2019-03-27",11558,2019,451
"SPB-11563","2019-06-21 18:36","체인","2019-06-21",11563,2019,537
"SPB-11563","2019-12-17 13:40","기타 ","2019-12-17",11563,2019,716
"SPB-11727","2019-07-08 5:00","페달","2019-07-08",11727,2019,554
"SPB-11727","2019-08-09 12:57","단말기","2019-08-09",11727,2019,586
"SPB-11728","2019-08-26 20:42","타이어 ","2019-08-26",11728,2019,603
"SPB-11728","2019-10-17 17:40","기타 ","2019-10-17",11728,2019,655
"SPB-11796","2019-06-14 4:42","체인","2019-06-14",11796,2019,530
"SPB-11807","2019-09-20 23:55","단말기","2019-09-20",11807,2019,628
"SPB-11807","2019-11-20 8:53","기타 ","2019-11-20",11807,2019,689
"SPB-11966","2019-06-11 21:54","기타 ","2019-06-11",11966,2019,527
"SPB-12032","2019-06-01 21:48","체인","2019-06-01",12032,2019,517
"SPB-12106","2019-04-20 19:03","기타 ","2019-04-20",12106,2019,475
"SPB-12106","2019-10-10 14:27","페달","2019-10-10",12106,2019,648
"SPB-12171","2019-07-22 3:34","단말기","2019-07-22",12171,2019,568
"SPB-12171","2019-08-03 20:02","체인","2019-08-03",12171,2019,580
"SPB-12209","2019-09-19 21:52","안장","2019-09-19",12209,2019,627
"SPB-12209","2019-09-21 22:46","단말기","2019-09-21",12209,2019,629
"SPB-12241","2019-08-05 9:12","체인","2019-08-05",12241,2019,582
"SPB-12241","2019-09-16 15:11","타이어 ","2019-09-16",12241,2019,624
"SPB-12241","2019-09-17 13:10","기타 ","2019-09-17",12241,2019,625
"SPB-12241","2019-10-03 15:33","기타 ","2019-10-03",12241,2019,641
"SPB-12264","2019-07-24 22:49","타이어 ","2019-07-24",12264,2019,570
"SPB-12345","2019-05-06 2:48","단말기","2019-05-06",12345,2019,491
"SPB-12345","2019-08-26 18:04","체인","2019-08-26",12345,2019,603
"SPB-12398","2019-04-02 16:17","안장","2019-04-02",12398,2019,457
"SPB-12424","2019-07-22 7:24","타이어 ","2019-07-22",12424,2019,568
"SPB-12424","2019-07-23 17:13","타이어 ","2019-07-23",12424,2019,569
"SPB-12502","2019-04-16 1:20","단말기","2019-04-16",12502,2019,471
"SPB-12508","2019-02-12 10:03","기타 ","2019-02-12",12508,2019,408
"SPB-12508","2019-10-18 9:30","안장","2019-10-18",12508,2019,656
"SPB-12526","2019-10-06 0:18","페달","2019-10-06",12526,2019,644
"SPB-12529","2019-09-16 3:33","단말기","2019-09-16",12529,2019,624
"SPB-12628","2019-07-20 3:42","단말기","2019-07-20",12628,2019,566
"SPB-12628","2019-11-06 18:32","기타 ","2019-11-06",12628,2019,675
"SPB-12645","2019-07-13 13:29","타이어 ","2019-07-13",12645,2019,559
"SPB-12645","2019-08-13 20:34","단말기","2019-08-13",12645,2019,590
"SPB-12645","2019-10-25 17:33","타이어 ","2019-10-25",12645,2019,663
"SPB-12645","2019-11-02 3:48","타이어 ","2019-11-02",12645,2019,671
"SPB-12645","2019-11-03 15:39","타이어 ","2019-11-03",12645,2019,672
"SPB-12690","2019-07-20 22:27","단말기","2019-07-20",12690,2019,566
"SPB-12690","2019-08-20 21:38","타이어 ","2019-08-20",12690,2019,597
"SPB-12691","2019-07-18 20:13","기타 ","2019-07-18",12691,2019,564
"SPB-12691","2019-10-03 23:08","타이어 ","2019-10-03",12691,2019,641
"SPB-12878","2019-10-19 21:09","안장","2019-10-19",12878,2019,657
"SPB-12878","2019-11-25 12:52","안장","2019-11-25",12878,2019,694
"SPB-12914","2019-04-13 20:04","체인","2019-04-13",12914,2019,468
"SPB-12914","2019-07-23 6:37","체인","2019-07-23",12914,2019,569
"SPB-12938","2019-06-15 1:26","안장","2019-06-15",12938,2019,531
"SPB-12938","2019-06-16 13:29","안장","2019-06-16",12938,2019,532
"SPB-12949","2019-03-24 16:58","단말기","2019-03-24",12949,2019,448
"SPB-12949","2019-06-24 23:21","안장","2019-06-24",12949,2019,540
"SPB-13085","2019-09-14 0:24","체인","2019-09-14",13085,2019,622
"SPB-13085","2019-10-04 17:28","안장","2019-10-04",13085,2019,642
"SPB-13108","2019-10-14 17:08","안장","2019-10-14",13108,2019,652
"SPB-13225","2019-09-30 18:31","안장","2019-09-30",13225,2019,638
"SPB-13272","2019-04-05 17:08","페달","2019-04-05",13272,2019,460
"SPB-13275","2019-05-14 17:36","단말기","2019-05-14",13275,2019,499
"SPB-13275","2019-06-03 13:26","안장","2019-06-03",13275,2019,519
"SPB-13338","2019-04-01 0:22","단말기","2019-04-01",13338,2019,456
"SPB-13338","2019-07-10 13:18","안장","2019-07-10",13338,2019,556
"SPB-13390","2019-10-15 1:23","단말기","2019-10-15",13390,2019,653
"SPB-13439","2019-12-09 13:14","타이어 ","2019-12-09",13439,2019,708
"SPB-13439","2019-12-23 19:27","기타 ","2019-12-23",13439,2019,722
"SPB-13508","2019-06-21 17:06","기타 ","2019-06-21",13508,2019,537
"SPB-13530","2019-07-24 10:53","안장","2019-07-24",13530,2019,570
"SPB-13574","2019-04-17 10:16","기타 ","2019-04-17",13574,2019,472
"SPB-13594","2019-05-07 11:16","단말기","2019-05-07",13594,2019,492
"SPB-13594","2019-08-10 12:54","타이어 ","2019-08-10",13594,2019,587
"SPB-13599","2019-11-20 17:49","체인","2019-11-20",13599,2019,689
"SPB-13599","2019-12-02 18:53","안장","2019-12-02",13599,2019,701
"SPB-13615","2019-04-14 14:06","타이어 ","2019-04-14",13615,2019,469
"SPB-13648","2019-09-23 16:28","타이어 ","2019-09-23",13648,2019,631
"SPB-13648","2019-09-25 12:06","기타 ","2019-09-25",13648,2019,633
"SPB-13710","2019-03-21 19:26","기타 ","2019-03-21",13710,2019,445
"SPB-13711","2019-11-02 16:27","체인","2019-11-02",13711,2019,671
"SPB-13711","2019-11-19 15:49","체인","2019-11-19",13711,2019,688
"SPB-13722","2019-10-08 19:17","체인","2019-10-08",13722,2019,646
"SPB-13734","2019-11-14 21:13","기타 ","2019-11-14",13734,2019,683
"SPB-13758","2019-03-25 6:58","단말기","2019-03-25",13758,2019,449
"SPB-13767","2019-05-12 2:42","기타 ","2019-05-12",13767,2019,497
"SPB-13773","2019-07-09 17:48","체인","2019-07-09",13773,2019,555
"SPB-13773","2019-07-17 8:52","체인","2019-07-17",13773,2019,563
"SPB-13795","2019-06-13 1:13","타이어 ","2019-06-13",13795,2019,529
"SPB-13795","2019-10-15 22:23","체인","2019-10-15",13795,2019,653
"SPB-13847","2019-06-07 23:13","단말기","2019-06-07",13847,2019,523
"SPB-13858","2019-09-15 22:22","단말기","2019-09-15",13858,2019,623
"SPB-13858","2019-09-27 21:48","체인","2019-09-27",13858,2019,635
"SPB-13860","2019-05-09 17:33","체인","2019-05-09",13860,2019,494
"SPB-13905","2019-08-10 14:53","타이어 ","2019-08-10",13905,2019,587
"SPB-13921","2019-07-02 19:58","체인","2019-07-02",13921,2019,548
"SPB-13921","2019-10-12 20:19","체인","2019-10-12",13921,2019,650
"SPB-13923","2019-05-03 16:37","체인","2019-05-03",13923,2019,488
"SPB-13923","2019-10-12 19:24","안장","2019-10-12",13923,2019,650
"SPB-13930","2019-09-25 16:47","타이어 ","2019-09-25",13930,2019,633
"SPB-13930","2019-09-27 23:30","체인","2019-09-27",13930,2019,635
"SPB-14061","2019-12-22 17:30","기타 ","2019-12-22",14061,2019,721
"SPB-14063","2019-05-03 23:41","안장","2019-05-03",14063,2019,488
"SPB-14073","2019-07-17 9:16","기타 ","2019-07-17",14073,2019,563
"SPB-14185","2019-05-08 6:29","안장","2019-05-08",14185,2019,493
"SPB-14185","2019-05-13 0:45","단말기","2019-05-13",14185,2019,498
"SPB-14207","2019-04-20 11:30","안장","2019-04-20",14207,2019,475
"SPB-14207","2019-10-10 22:54","타이어 ","2019-10-10",14207,2019,648
"SPB-14216","2019-07-15 20:31","타이어 ","2019-07-15",14216,2019,561
"SPB-14216","2019-10-18 8:47","타이어 ","2019-10-18",14216,2019,656
"SPB-14232","2019-03-23 17:56","체인","2019-03-23",14232,2019,447
"SPB-14234","2019-10-12 19:45","기타 ","2019-10-12",14234,2019,650
"SPB-14234","2019-10-15 18:04","체인","2019-10-15",14234,2019,653
"SPB-14276","2019-08-25 19:31","체인","2019-08-25",14276,2019,602
"SPB-14276","2019-10-14 18:33","기타 ","2019-10-14",14276,2019,652
"SPB-14276","2019-10-21 19:40","페달","2019-10-21",14276,2019,659
"SPB-14333","2019-05-11 21:46","타이어 ","2019-05-11",14333,2019,496
"SPB-14333","2019-06-19 18:35","체인","2019-06-19",14333,2019,535
"SPB-14337","2019-06-22 15:57","체인","2019-06-22",14337,2019,538
"SPB-14337","2019-08-18 22:49","안장","2019-08-18",14337,2019,595
"SPB-14356","2019-08-01 22:58","타이어 ","2019-08-01",14356,2019,578
"SPB-14356","2019-08-05 7:38","타이어 ","2019-08-05",14356,2019,582
"SPB-14400","2019-07-14 17:24","안장","2019-07-14",14400,2019,560
"SPB-14420","2019-09-13 16:16","타이어 ","2019-09-13",14420,2019,621
"SPB-14430","2019-03-25 22:22","체인","2019-03-25",14430,2019,449
"SPB-14430","2019-04-07 18:41","체인","2019-04-07",14430,2019,462
"SPB-14439","2019-08-26 8:56","체인","2019-08-26",14439,2019,603
"SPB-14458","2019-03-06 0:29","체인","2019-03-06",14458,2019,430
"SPB-14458","2019-11-24 0:29","기타 ","2019-11-24",14458,2019,693
"SPB-14465","2019-08-18 15:41","타이어 ","2019-08-18",14465,2019,595
"SPB-14483","2019-07-17 9:08","안장","2019-07-17",14483,2019,563
"SPB-14492","2019-08-19 23:49","타이어 ","2019-08-19",14492,2019,596
"SPB-14492","2019-10-11 17:49","타이어 ","2019-10-11",14492,2019,649
"SPB-14506","2019-09-19 18:29","단말기","2019-09-19",14506,2019,627
"SPB-14519","2019-06-01 23:17","안장","2019-06-01",14519,2019,517
"SPB-14519","2019-06-03 2:01","체인","2019-06-03",14519,2019,519
"SPB-14587","2019-06-13 18:49","안장","2019-06-13",14587,2019,529
"SPB-14587","2019-07-01 22:26","기타 ","2019-07-01",14587,2019,547
"SPB-14607","2019-08-09 1:48","단말기","2019-08-09",14607,2019,586
"SPB-14611","2019-06-30 21:44","기타 ","2019-06-30",14611,2019,546
"SPB-14611","2019-07-07 14:50","타이어 ","2019-07-07",14611,2019,553
"SPB-14613","2019-08-07 13:41","체인","2019-08-07",14613,2019,584
"SPB-14649","2019-06-10 19:40","기타 ","2019-06-10",14649,2019,526
"SPB-14649","2019-10-18 8:12","기타 ","2019-10-18",14649,2019,656
"SPB-14706","2019-03-23 3:17","타이어 ","2019-03-23",14706,2019,447
"SPB-14706","2019-06-16 4:22","안장","2019-06-16",14706,2019,532
"SPB-14710","2019-09-30 20:08","타이어 ","2019-09-30",14710,2019,638
"SPB-14710","2019-10-12 18:52","기타 ","2019-10-12",14710,2019,650
"SPB-14712","2019-02-25 19:06","체인","2019-02-25",14712,2019,421
"SPB-14712","2019-08-03 2:50","페달","2019-08-03",14712,2019,580
"SPB-14740","2019-05-05 18:42","체인","2019-05-05",14740,2019,490
"SPB-14754","2019-06-12 16:37","페달","2019-06-12",14754,2019,528
"SPB-14804","2019-05-12 12:16","체인","2019-05-12",14804,2019,497
"SPB-14847","2019-08-03 13:57","타이어 ","2019-08-03",14847,2019,580
"SPB-14847","2019-08-16 11:33","페달","2019-08-16",14847,2019,593
"SPB-14853","2019-04-21 18:22","단말기","2019-04-21",14853,2019,476
"SPB-14853","2019-08-01 18:33","단말기","2019-08-01",14853,2019,578
"SPB-14858","2019-09-28 16:21","체인","2019-09-28",14858,2019,636
"SPB-14858","2019-09-30 8:33","체인","2019-09-30",14858,2019,638
"SPB-14869","2019-04-16 23:16","타이어 ","2019-04-16",14869,2019,471
"SPB-14869","2019-04-17 12:27","타이어 ","2019-04-17",14869,2019,472
"SPB-14889","2019-06-23 19:05","안장","2019-06-23",14889,2019,539
"SPB-14889","2019-08-23 23:33","안장","2019-08-23",14889,2019,600
"SPB-14906","2019-02-12 14:28","타이어 ","2019-02-12",14906,2019,408
"SPB-14906","2019-10-25 1:37","체인","2019-10-25",14906,2019,663
"SPB-14909","2019-10-04 18:16","기타 ","2019-10-04",14909,2019,642
"SPB-14962","2019-07-21 20:43","타이어 ","2019-07-21",14962,2019,567
"SPB-14962","2019-09-26 15:52","안장","2019-09-26",14962,2019,634
"SPB-14962","2019-10-26 17:12","기타 ","2019-10-26",14962,2019,664
"SPB-14971","2019-08-31 21:11","타이어 ","2019-08-31",14971,2019,608
"SPB-14971","2019-09-01 17:43","타이어 ","2019-09-01",14971,2019,609
"SPB-14995","2019-08-28 14:45","체인","2019-08-28",14995,2019,605
"SPB-14995","2019-09-05 10:01","체인","2019-09-05",14995,2019,613
"SPB-15040","2019-06-29 13:07","체인","2019-06-29",15040,2019,545
"SPB-15050","2019-09-13 21:25","타이어 ","2019-09-13",15050,2019,621
"SPB-15050","2019-09-30 13:34","체인","2019-09-30",15050,2019,638
"SPB-15093","2019-10-22 12:07","안장","2019-10-22",15093,2019,660
"SPB-15093","2019-11-12 18:41","타이어 ","2019-11-12",15093,2019,681
"SPB-15147","2019-04-23 17:05","체인","2019-04-23",15147,2019,478
"SPB-15147","2019-09-19 22:36","페달","2019-09-19",15147,2019,627
"SPB-15150","2019-05-07 12:00","안장","2019-05-07",15150,2019,492
"SPB-15150","2019-08-06 22:24","타이어 ","2019-08-06",15150,2019,583
"SPB-15215","2019-11-02 1:33","페달","2019-11-02",15215,2019,671
"SPB-15215","2019-11-03 2:48","안장","2019-11-03",15215,2019,672
"SPB-15220","2019-03-09 0:29","기타 ","2019-03-09",15220,2019,433
"SPB-15220","2019-03-13 7:54","체인","2019-03-13",15220,2019,437
"SPB-15249","2019-08-20 10:56","체인","2019-08-20",15249,2019,597
"SPB-15249","2019-10-13 6:25","체인","2019-10-13",15249,2019,651
"SPB-15306","2019-06-17 23:03","페달","2019-06-17",15306,2019,533
"SPB-15306","2019-09-15 17:03","안장","2019-09-15",15306,2019,623
"SPB-15306","2019-09-29 14:45","기타 ","2019-09-29",15306,2019,637
"SPB-15324","2019-10-06 23:05","체인","2019-10-06",15324,2019,644
"SPB-15324","2019-10-08 21:09","체인","2019-10-08",15324,2019,646
"SPB-15334","2019-10-04 2:59","기타 ","2019-10-04",15334,2019,642
"SPB-15384","2019-10-12 14:25","기타 ","2019-10-12",15384,2019,650
"SPB-15384","2019-10-15 22:20","타이어 ","2019-10-15",15384,2019,653
"SPB-15397","2019-08-30 14:57","체인","2019-08-30",15397,2019,607
"SPB-15397","2019-10-29 15:27","체인","2019-10-29",15397,2019,667
"SPB-15421","2019-06-19 19:02","체인","2019-06-19",15421,2019,535
"SPB-15421","2019-06-20 23:01","체인","2019-06-20",15421,2019,536
"SPB-15421","2019-06-21 23:48","체인","2019-06-21",15421,2019,537
"SPB-15421","2019-07-15 10:17","체인","2019-07-15",15421,2019,561
"SPB-15423","2019-02-20 17:20","타이어 ","2019-02-20",15423,2019,416
"SPB-15423","2019-06-16 19:03","단말기","2019-06-16",15423,2019,532
"SPB-15444","2019-02-26 17:09","기타 ","2019-02-26",15444,2019,422
"SPB-15448","2019-04-22 22:17","체인","2019-04-22",15448,2019,477
"SPB-15505","2019-09-15 14:04","타이어 ","2019-09-15",15505,2019,623
"SPB-15505","2019-09-17 19:28","기타 ","2019-09-17",15505,2019,625
"SPB-15549","2019-09-13 7:49","단말기","2019-09-13",15549,2019,621
"SPB-15549","2019-09-24 19:27","안장","2019-09-24",15549,2019,632
"SPB-15558","2019-09-23 19:28","체인","2019-09-23",15558,2019,631
"SPB-15558","2019-10-12 21:00","타이어 ","2019-10-12",15558,2019,650
"SPB-15558","2019-10-18 18:37","타이어 ","2019-10-18",15558,2019,656
"SPB-15581","2019-10-31 17:34","기타 ","2019-10-31",15581,2019,669
"SPB-15581","2019-11-03 18:18","단말기","2019-11-03",15581,2019,672
"SPB-15581","2019-11-04 18:24","타이어 ","2019-11-04",15581,2019,673
"SPB-15588","2019-06-10 18:19","체인","2019-06-10",15588,2019,526
"SPB-15588","2019-08-19 17:47","페달","2019-08-19",15588,2019,596
"SPB-15602","2019-09-01 14:18","체인","2019-09-01",15602,2019,609
"SPB-15638","2019-07-07 23:03","체인","2019-07-07",15638,2019,553
"SPB-15653","2019-11-19 12:48","기타 ","2019-11-19",15653,2019,688
"SPB-15653","2019-11-22 8:41","타이어 ","2019-11-22",15653,2019,691
"SPB-15653","2019-12-08 13:29","기타 ","2019-12-08",15653,2019,707
"SPB-15662","2019-07-07 18:44","타이어 ","2019-07-07",15662,2019,553
"SPB-15662","2019-07-23 14:05","타이어 ","2019-07-23",15662,2019,569
"SPB-15662","2019-07-29 18:53","타이어 ","2019-07-29",15662,2019,575
"SPB-15702","2019-09-09 8:40","기타 ","2019-09-09",15702,2019,617
"SPB-15702","2019-09-11 18:44","페달","2019-09-11",15702,2019,619
"SPB-15707","2019-06-13 18:56","안장","2019-06-13",15707,2019,529
"SPB-15707","2019-08-04 19:56","체인","2019-08-04",15707,2019,581
"SPB-15707","2019-08-13 21:06","체인","2019-08-13",15707,2019,590
"SPB-15710","2019-11-08 0:40","페달","2019-11-08",15710,2019,677
"SPB-15710","2019-11-12 19:42","페달","2019-11-12",15710,2019,681
"SPB-15714","2019-07-01 12:27","안장","2019-07-01",15714,2019,547
"SPB-15717","2019-11-22 18:48","단말기","2019-11-22",15717,2019,691
"SPB-15730","2019-09-17 15:13","체인","2019-09-17",15730,2019,625
"SPB-15730","2019-11-04 13:20","안장","2019-11-04",15730,2019,673
"SPB-15756","2019-08-17 15:49","타이어 ","2019-08-17",15756,2019,594
"SPB-15768","2019-05-11 18:30","체인","2019-05-11",15768,2019,496
"SPB-15768","2019-09-03 10:35","기타 ","2019-09-03",15768,2019,611
"SPB-15768","2019-10-05 22:24","기타 ","2019-10-05",15768,2019,643
"SPB-15768","2019-12-19 13:32","타이어 ","2019-12-19",15768,2019,718
"SPB-15786","2019-08-06 1:37","안장","2019-08-06",15786,2019,583
"SPB-15786","2019-09-13 17:38","타이어 ","2019-09-13",15786,2019,621
"SPB-15792","2019-11-03 19:45","기타 ","2019-11-03",15792,2019,672
"SPB-15815","2019-12-19 8:05","체인","2019-12-19",15815,2019,718
"SPB-15817","2019-06-03 20:15","체인","2019-06-03",15817,2019,519
"SPB-15817","2019-08-07 12:41","체인","2019-08-07",15817,2019,584
"SPB-15831","2019-06-03 19:01","안장","2019-06-03",15831,2019,519
"SPB-15831","2019-09-25 17:49","단말기","2019-09-25",15831,2019,633
"SPB-15846","2019-09-02 21:35","타이어 ","2019-09-02",15846,2019,610
"SPB-15846","2019-09-19 11:11","체인","2019-09-19",15846,2019,627
"SPB-15867","2019-10-01 16:06","안장","2019-10-01",15867,2019,639
"SPB-15867","2019-10-15 23:30","단말기","2019-10-15",15867,2019,653
"SPB-15867","2019-10-18 0:40","단말기","2019-10-18",15867,2019,656
"SPB-15873","2019-09-29 17:26","체인","2019-09-29",15873,2019,637
"SPB-15873","2019-09-30 20:24","체인","2019-09-30",15873,2019,638
"SPB-15879","2019-07-05 10:51","타이어 ","2019-07-05",15879,2019,551
"SPB-15879","2019-11-01 21:23","기타 ","2019-11-01",15879,2019,670
"SPB-15879","2019-11-03 21:32","체인","2019-11-03",15879,2019,672
"SPB-15880","2019-06-17 13:06","체인","2019-06-17",15880,2019,533
"SPB-15880","2019-08-24 21:14","타이어 ","2019-08-24",15880,2019,601
"SPB-15885","2019-07-30 14:54","단말기","2019-07-30",15885,2019,576
"SPB-15885","2019-09-09 12:02","기타 ","2019-09-09",15885,2019,617
"SPB-15910","2019-10-08 12:40","체인","2019-10-08",15910,2019,646
"SPB-15910","2019-10-10 16:09","안장","2019-10-10",15910,2019,648
"SPB-15910","2019-10-12 10:36","체인","2019-10-12",15910,2019,650
"SPB-15964","2019-01-14 16:42","안장","2019-01-14",15964,2019,379
"SPB-15964","2019-08-18 19:35","단말기","2019-08-18",15964,2019,595
"SPB-15968","2019-06-11 19:29","단말기","2019-06-11",15968,2019,527
"SPB-15968","2019-10-05 20:57","체인","2019-10-05",15968,2019,643
"SPB-16006","2019-11-04 23:15","기타 ","2019-11-04",16006,2019,673
"SPB-16006","2019-11-05 19:39","페달","2019-11-05",16006,2019,674
"SPB-16070","2019-05-08 10:31","단말기","2019-05-08",16070,2019,493
"SPB-16070","2019-10-24 13:21","단말기","2019-10-24",16070,2019,662
"SPB-16070","2019-10-25 10:00","기타 ","2019-10-25",16070,2019,663
"SPB-16074","2019-10-21 11:15","타이어 ","2019-10-21",16074,2019,659
"SPB-16099","2019-06-01 18:09","단말기","2019-06-01",16099,2019,517
"SPB-16099","2019-08-23 21:52","타이어 ","2019-08-23",16099,2019,600
"SPB-16130","2019-07-27 5:11","타이어 ","2019-07-27",16130,2019,573
"SPB-16130","2019-08-06 9:40","타이어 ","2019-08-06",16130,2019,583
"SPB-16144","2019-10-03 18:10","기타 ","2019-10-03",16144,2019,641
"SPB-16144","2019-10-30 16:56","안장","2019-10-30",16144,2019,668
"SPB-16154","2019-08-23 10:19","기타 ","2019-08-23",16154,2019,600
"SPB-16154","2019-10-20 2:22","단말기","2019-10-20",16154,2019,658
"SPB-16175","2019-12-28 22:17","체인","2019-12-28",16175,2019,727
"SPB-16186","2019-10-26 12:14","타이어 ","2019-10-26",16186,2019,664
"SPB-16186","2019-12-14 2:29","단말기","2019-12-14",16186,2019,713
"SPB-16191","2019-11-29 14:25","타이어 ","2019-11-29",16191,2019,698
"SPB-16240","2019-04-10 19:30","기타 ","2019-04-10",16240,2019,465
"SPB-16240","2019-04-13 2:59","체인","2019-04-13",16240,2019,468
"SPB-16280","2019-09-01 20:23","페달","2019-09-01",16280,2019,609
"SPB-16280","2019-09-15 16:53","타이어 ","2019-09-15",16280,2019,623
"SPB-16289","2019-06-22 17:51","기타 ","2019-06-22",16289,2019,538
"SPB-16289","2019-07-02 20:41","체인","2019-07-02",16289,2019,548
"SPB-16294","2019-09-23 12:20","기타 ","2019-09-23",16294,2019,631
"SPB-16306","2019-06-25 23:29","체인","2019-06-25",16306,2019,541
"SPB-16306","2019-06-26 18:29","체인","2019-06-26",16306,2019,542
"SPB-16309","2019-07-17 11:36","기타 ","2019-07-17",16309,2019,563
"SPB-16309","2019-09-23 18:35","기타 ","2019-09-23",16309,2019,631
"SPB-16390","2019-07-10 2:24","타이어 ","2019-07-10",16390,2019,556
"SPB-16396","2019-05-13 21:16","타이어 ","2019-05-13",16396,2019,498
"SPB-16428","2019-08-18 18:54","타이어 ","2019-08-18",16428,2019,595
"SPB-16428","2019-08-23 23:35","체인","2019-08-23",16428,2019,600
"SPB-16438","2019-10-12 16:49","체인","2019-10-12",16438,2019,650
"SPB-16438","2019-10-14 13:03","체인","2019-10-14",16438,2019,652
"SPB-16439","2019-09-05 2:52","기타 ","2019-09-05",16439,2019,613
"SPB-16439","2019-09-06 11:33","타이어 ","2019-09-06",16439,2019,614
"SPB-16488","2019-01-23 0:17","안장","2019-01-23",16488,2019,388
"SPB-16489","2019-10-11 17:39","안장","2019-10-11",16489,2019,649
"SPB-16499","2019-05-07 12:20","타이어 ","2019-05-07",16499,2019,492
"SPB-16499","2019-05-12 21:15","체인","2019-05-12",16499,2019,497
"SPB-16499","2019-09-08 19:26","타이어 ","2019-09-08",16499,2019,616
"SPB-16556","2019-09-09 19:53","체인","2019-09-09",16556,2019,617
"SPB-16556","2019-09-13 23:02","체인","2019-09-13",16556,2019,621
"SPB-16579","2019-07-24 21:45","안장","2019-07-24",16579,2019,570
"SPB-16579","2019-08-22 10:18","체인","2019-08-22",16579,2019,599
"SPB-16641","2019-08-18 18:37","타이어 ","2019-08-18",16641,2019,595
"SPB-16641","2019-11-05 8:54","기타 ","2019-11-05",16641,2019,674
"SPB-16725","2019-09-03 13:53","체인","2019-09-03",16725,2019,611
"SPB-16725","2019-09-21 22:49","체인","2019-09-21",16725,2019,629
"SPB-16737","2019-07-17 3:33","기타 ","2019-07-17",16737,2019,563
"SPB-16737","2019-08-17 21:21","기타 ","2019-08-17",16737,2019,594
"SPB-16782","2019-10-10 19:31","체인","2019-10-10",16782,2019,648
"SPB-16782","2019-12-15 21:55","체인","2019-12-15",16782,2019,714
"SPB-16809","2019-05-09 23:24","단말기","2019-05-09",16809,2019,494
"SPB-16844","2019-09-02 6:07","체인","2019-09-02",16844,2019,610
"SPB-16844","2019-10-06 19:13","기타 ","2019-10-06",16844,2019,644
"SPB-16944","2019-04-05 1:24","기타 ","2019-04-05",16944,2019,460
"SPB-17011","2019-05-03 17:02","기타 ","2019-05-03",17011,2019,488
"SPB-17011","2019-07-17 23:08","타이어 ","2019-07-17",17011,2019,563
"SPB-17030","2019-06-01 21:03","체인","2019-06-01",17030,2019,517
"SPB-17030","2019-06-03 14:24","안장","2019-06-03",17030,2019,519
"SPB-17066","2019-10-10 19:26","체인","2019-10-10",17066,2019,648
"SPB-17066","2019-10-18 18:36","타이어 ","2019-10-18",17066,2019,656
"SPB-17066","2019-10-19 14:19","체인","2019-10-19",17066,2019,657
"SPB-17070","2019-06-11 21:27","체인","2019-06-11",17070,2019,527
"SPB-17070","2019-07-01 9:13","체인","2019-07-01",17070,2019,547
"SPB-17082","2019-07-13 23:23","기타 ","2019-07-13",17082,2019,559
"SPB-17082","2019-07-21 18:42","체인","2019-07-21",17082,2019,567
"SPB-17099","2019-06-27 10:50","타이어 ","2019-06-27",17099,2019,543
"SPB-17146","2019-08-01 8:08","체인","2019-08-01",17146,2019,578
"SPB-17146","2019-08-07 12:35","기타 ","2019-08-07",17146,2019,584
"SPB-17151","2019-04-15 18:33","페달","2019-04-15",17151,2019,470
"SPB-17173","2019-06-30 8:50","단말기","2019-06-30",17173,2019,546
"SPB-17178","2019-08-19 0:12","안장","2019-08-19",17178,2019,596
"SPB-17178","2019-09-20 6:13","안장","2019-09-20",17178,2019,628
"SPB-17212","2019-09-01 6:29","기타 ","2019-09-01",17212,2019,609
"SPB-17263","2019-10-08 8:39","타이어 ","2019-10-08",17263,2019,646
"SPB-17269","2019-09-15 19:04","안장","2019-09-15",17269,2019,623
"SPB-17269","2019-09-16 15:17","체인","2019-09-16",17269,2019,624
"SPB-17269","2019-09-25 16:37","체인","2019-09-25",17269,2019,633
"SPB-17278","2019-11-22 17:44","체인","2019-11-22",17278,2019,691
"SPB-17305","2019-05-08 12:58","체인","2019-05-08",17305,2019,493
"SPB-17305","2019-09-26 7:40","기타 ","2019-09-26",17305,2019,634
"SPB-17313","2019-08-13 7:09","타이어 ","2019-08-13",17313,2019,590
"SPB-17313","2019-11-16 19:57","타이어 ","2019-11-16",17313,2019,685
"SPB-17340","2019-11-25 12:45","단말기","2019-11-25",17340,2019,694
"SPB-17354","2019-09-30 18:37","타이어 ","2019-09-30",17354,2019,638
