"자전거번호","등록일시","고장구분","등록날짜","자전거"
"SPB-08198","2019-10-20 17:51","안장","2019-10-20",8198
"SPB-08198","2019-10-23 3:12","체인","2019-10-23",8198
"SPB-08238","2019-04-15 20:43","단말기","2019-04-15",8238
"SPB-08238","2019-09-27 15:14","안장","2019-09-27",8238
"SPB-08323","2019-07-07 11:23","타이어 ","2019-07-07",8323
"SPB-08323","2019-07-14 0:26","체인","2019-07-14",8323
"SPB-08382","2018-12-02 18:36","체인","2018-12-02",8382
"SPB-08382","2019-06-06 18:39","체인","2019-06-06",8382
"SPB-08420","2018-09-11 20:01","체인","2018-09-11",8420
"SPB-08420","2019-07-08 3:05","기타 ","2019-07-08",8420
"SPB-08420","2019-07-09 20:13","체인","2019-07-09",8420
"SPB-08549","2018-03-13 18:00","기타 ","2018-03-13",8549
"SPB-08549","2018-06-28 23:57","기타 ","2018-06-28",8549
"SPB-08559","2018-08-03 17:48","페달","2018-08-03",8559
"SPB-08559","2019-11-28 17:21","페달","2019-11-28",8559
"SPB-08567","2018-08-16 21:56","안장","2018-08-16",8567
"SPB-08567","2019-05-10 17:12","안장","2019-05-10",8567
"SPB-08586","2019-08-21 23:40","체인","2019-08-21",8586
"SPB-08586","2019-11-11 18:42","기타 ","2019-11-11",8586
"SPB-08600","2019-03-09 11:29","타이어 ","2019-03-09",8600
"SPB-08600","2019-07-19 8:20","페달","2019-07-19",8600
"SPB-08616","2019-06-05 15:38","체인","2019-06-05",8616
"SPB-08616","2019-07-24 12:12","타이어 ","2019-07-24",8616
"SPB-08668","2018-10-14 21:10","기타 ","2018-10-14",8668
"SPB-08668","2019-10-02 9:25","안장","2019-10-02",8668
"SPB-08683","2019-09-08 17:04","체인","2019-09-08",8683
"SPB-08683","2019-09-09 15:07","기타 ","2019-09-09",8683
"SPB-08683","2019-09-11 21:51","체인","2019-09-11",8683
"SPB-08697","2018-05-25 3:27","단말기","2018-05-25",8697
"SPB-08697","2019-10-15 16:34","타이어 ","2019-10-15",8697
"SPB-08749","2019-02-07 19:05","안장","2019-02-07",8749
"SPB-08749","2019-10-11 12:15","체인","2019-10-11",8749
"SPB-08849","2019-06-15 18:42","타이어 ","2019-06-15",8849
"SPB-08849","2019-07-08 3:04","기타 ","2019-07-08",8849
"SPB-08868","2019-11-07 16:08","안장","2019-11-07",8868
"SPB-08868","2019-11-09 13:16","타이어 ","2019-11-09",8868
"SPB-08905","2018-06-16 17:08","타이어 ","2018-06-16",8905
"SPB-08905","2019-06-19 23:06","기타 ","2019-06-19",8905
"SPB-08905","2019-09-16 9:42","안장","2019-09-16",8905
"SPB-08905","2019-09-19 1:13","안장","2019-09-19",8905
"SPB-08915","2018-10-03 15:18","체인","2018-10-03",8915
"SPB-08915","2018-10-04 21:04","체인","2018-10-04",8915
"SPB-08943","2019-02-22 9:39","단말기","2019-02-22",8943
"SPB-08943","2019-04-03 15:01","기타 ","2019-04-03",8943
"SPB-08943","2019-10-30 15:16","타이어 ","2019-10-30",8943
"SPB-08949","2018-07-12 21:23","단말기","2018-07-12",8949
"SPB-08949","2018-07-13 11:42","기타 ","2018-07-13",8949
"SPB-09004","2018-09-27 18:25","기타 ","2018-09-27",9004
"SPB-09004","2019-05-01 22:39","체인","2019-05-01",9004
"SPB-09061","2019-05-03 21:38","단말기","2019-05-03",9061
"SPB-09061","2019-06-09 18:10","기타 ","2019-06-09",9061
"SPB-09061","2019-09-29 4:58","단말기","2019-09-29",9061
"SPB-09061","2019-11-25 18:24","타이어 ","2019-11-25",9061
"SPB-09127","2019-07-02 19:31","단말기","2019-07-02",9127
"SPB-09127","2019-07-05 12:50","단말기","2019-07-05",9127
"SPB-09137","2018-05-15 18:09","단말기","2018-05-15",9137
"SPB-09137","2018-09-10 20:15","단말기","2018-09-10",9137
"SPB-09168","2018-06-17 12:18","기타 ","2018-06-17",9168
"SPB-09168","2019-08-31 23:09","단말기","2019-08-31",9168
"SPB-09199","2019-10-22 19:19","안장","2019-10-22",9199
"SPB-09199","2019-10-24 20:29","타이어 ","2019-10-24",9199
"SPB-09199","2019-11-07 1:30","타이어 ","2019-11-07",9199
"SPB-09207","2019-09-16 7:37","타이어 ","2019-09-16",9207
"SPB-09207","2019-09-18 22:25","체인","2019-09-18",9207
"SPB-09207","2019-09-24 18:43","체인","2019-09-24",9207
"SPB-09246","2018-09-22 19:34","단말기","2018-09-22",9246
"SPB-09246","2019-10-03 18:16","단말기","2019-10-03",9246
"SPB-09284","2018-05-21 20:03","단말기","2018-05-21",9284
"SPB-09284","2019-09-14 23:51","체인","2019-09-14",9284
"SPB-09293","2018-05-15 18:35","안장","2018-05-15",9293
"SPB-09293","2018-05-23 17:58","기타 ","2018-05-23",9293
"SPB-09300","2018-09-08 20:07","단말기","2018-09-08",9300
"SPB-09300","2019-08-28 19:51","단말기","2019-08-28",9300
"SPB-09342","2019-09-11 16:20","단말기","2019-09-11",9342
"SPB-09342","2019-09-15 16:32","타이어 ","2019-09-15",9342
"SPB-09428","2018-08-22 22:23","기타 ","2018-08-22",9428
"SPB-09428","2018-09-04 9:02","안장","2018-09-04",9428
"SPB-09428","2018-09-05 18:50","체인","2018-09-05",9428
"SPB-09487","2018-06-23 19:52","안장","2018-06-23",9487
"SPB-09487","2019-06-01 9:28","타이어 ","2019-06-01",9487
"SPB-09487","2019-09-25 17:28","기타 ","2019-09-25",9487
"SPB-09492","2019-06-27 16:41","체인","2019-06-27",9492
"SPB-09492","2019-07-04 22:54","페달","2019-07-04",9492
"SPB-09515","2019-04-17 7:56","타이어 ","2019-04-17",9515
"SPB-09515","2019-04-19 20:23","타이어 ","2019-04-19",9515
"SPB-09575","2019-09-11 15:44","체인","2019-09-11",9575
"SPB-09575","2019-09-18 20:28","체인","2019-09-18",9575
"SPB-09780","2019-04-15 12:38","체인","2019-04-15",9780
"SPB-09780","2019-06-30 19:06","체인","2019-06-30",9780
"SPB-09810","2019-04-08 17:28","안장","2019-04-08",9810
"SPB-09810","2019-04-17 16:24","단말기","2019-04-17",9810
"SPB-09810","2019-07-05 22:34","단말기","2019-07-05",9810
"SPB-09827","2018-07-15 22:05","기타 ","2018-07-15",9827
"SPB-09827","2019-08-28 13:43","안장","2019-08-28",9827
"SPB-09923","2019-09-01 0:44","체인","2019-09-01",9923
"SPB-09923","2019-09-04 17:33","페달","2019-09-04",9923
"SPB-09929","2018-08-16 21:07","체인","2018-08-16",9929
"SPB-09929","2019-07-19 23:31","단말기","2019-07-19",9929
"SPB-09943","2019-09-29 22:21","체인","2019-09-29",9943
"SPB-09943","2019-09-30 22:18","체인","2019-09-30",9943
"SPB-10041","2019-06-12 8:24","체인","2019-06-12",10041
"SPB-10041","2019-09-09 18:49","단말기","2019-09-09",10041
"SPB-10054","2018-11-26 0:11","체인","2018-11-26",10054
"SPB-10054","2019-06-03 12:19","단말기","2019-06-03",10054
"SPB-10098","2019-10-24 22:27","단말기","2019-10-24",10098
"SPB-10098","2019-10-30 1:38","타이어 ","2019-10-30",10098
"SPB-10099","2019-07-20 0:20","단말기","2019-07-20",10099
"SPB-10099","2019-10-01 4:18","단말기","2019-10-01",10099
"SPB-10148","2018-10-07 16:51","페달","2018-10-07",10148
"SPB-10148","2018-10-08 18:20","체인","2018-10-08",10148
"SPB-10405","2019-08-08 16:26","체인","2019-08-08",10405
"SPB-10405","2019-08-28 17:17","체인","2019-08-28",10405
"SPB-10456","2019-03-20 7:03","기타 ","2019-03-20",10456
"SPB-10456","2019-11-01 6:13","단말기","2019-11-01",10456
"SPB-10500","2018-07-08 22:51","타이어 ","2018-07-08",10500
"SPB-10500","2018-08-19 22:56","안장","2018-08-19",10500
"SPB-10560","2019-06-03 17:38","타이어 ","2019-06-03",10560
"SPB-10560","2019-11-03 0:43","체인","2019-11-03",10560
"SPB-10592","2019-06-08 12:28","타이어 ","2019-06-08",10592
"SPB-10592","2019-06-17 18:00","기타 ","2019-06-17",10592
"SPB-10655","2019-07-02 20:44","체인","2019-07-02",10655
"SPB-10655","2019-07-04 18:28","타이어 ","2019-07-04",10655
"SPB-10705","2018-09-23 14:01","기타 ","2018-09-23",10705
"SPB-10705","2019-11-09 21:54","안장","2019-11-09",10705
"SPB-10728","2019-12-06 11:54","체인","2019-12-06",10728
"SPB-10728","2019-12-07 15:37","체인","2019-12-07",10728
"SPB-10774","2019-07-02 19:15","체인","2019-07-02",10774
"SPB-10774","2019-08-22 9:37","단말기","2019-08-22",10774
"SPB-10794","2019-11-06 8:03","타이어 ","2019-11-06",10794
"SPB-10794","2019-11-11 13:05","타이어 ","2019-11-11",10794
"SPB-10794","2019-11-16 9:55","타이어 ","2019-11-16",10794
"SPB-10873","2019-03-09 3:05","단말기","2019-03-09",10873
"SPB-10873","2019-08-27 21:51","체인","2019-08-27",10873
"SPB-10904","2018-04-16 22:17","단말기","2018-04-16",10904
"SPB-10904","2019-07-27 16:08","단말기","2019-07-27",10904
"SPB-10906","2019-11-08 7:19","타이어 ","2019-11-08",10906
"SPB-10906","2019-12-19 20:26","타이어 ","2019-12-19",10906
"SPB-10943","2019-05-14 19:34","페달","2019-05-14",10943
"SPB-10943","2019-05-15 21:08","체인","2019-05-15",10943
"SPB-10943","2019-10-16 14:33","타이어 ","2019-10-16",10943
"SPB-11062","2018-08-20 12:43","기타 ","2018-08-20",11062
"SPB-11062","2019-07-15 22:38","안장","2019-07-15",11062
"SPB-11063","2019-10-09 13:39","페달","2019-10-09",11063
"SPB-11063","2019-10-15 11:18","안장","2019-10-15",11063
"SPB-11102","2019-03-27 11:19","타이어 ","2019-03-27",11102
"SPB-11102","2019-04-17 14:13","안장","2019-04-17",11102
"SPB-11136","2019-01-17 16:25","페달","2019-01-17",11136
"SPB-11136","2019-08-16 16:16","체인","2019-08-16",11136
"SPB-11136","2019-08-17 15:30","체인","2019-08-17",11136
"SPB-11136","2019-08-18 1:37","체인","2019-08-18",11136
"SPB-11248","2018-10-17 11:36","타이어 ","2018-10-17",11248
"SPB-11248","2019-10-13 22:03","단말기","2019-10-13",11248
"SPB-11252","2019-03-17 16:02","안장","2019-03-17",11252
"SPB-11252","2019-07-12 23:17","단말기","2019-07-12",11252
"SPB-11317","2019-08-27 23:04","타이어 ","2019-08-27",11317
"SPB-11317","2019-09-27 17:33","기타 ","2019-09-27",11317
"SPB-11328","2019-09-03 13:59","안장","2019-09-03",11328
"SPB-11328","2019-09-26 18:32","체인","2019-09-26",11328
"SPB-11335","2018-09-12 23:51","안장","2018-09-12",11335
"SPB-11335","2019-06-17 15:47","기타 ","2019-06-17",11335
"SPB-11503","2018-09-28 22:24","체인","2018-09-28",11503
"SPB-11503","2019-02-10 22:30","안장","2019-02-10",11503
"SPB-11515","2019-08-28 5:09","단말기","2019-08-28",11515
"SPB-11515","2019-09-18 21:50","단말기","2019-09-18",11515
"SPB-11531","2018-10-17 16:40","안장","2018-10-17",11531
"SPB-11531","2018-11-01 18:22","안장","2018-11-01",11531
"SPB-11558","2018-10-09 17:03","단말기","2018-10-09",11558
"SPB-11558","2019-03-27 12:01","단말기","2019-03-27",11558
"SPB-11563","2019-06-21 18:36","체인","2019-06-21",11563
"SPB-11563","2019-12-17 13:40","기타 ","2019-12-17",11563
"SPB-11597","2018-04-17 14:05","단말기","2018-04-17",11597
"SPB-11597","2018-05-06 17:58","단말기","2018-05-06",11597
"SPB-11714","2018-07-04 22:23","기타 ","2018-07-04",11714
"SPB-11714","2018-10-26 19:32","체인","2018-10-26",11714
"SPB-11727","2019-07-08 5:00","페달","2019-07-08",11727
"SPB-11727","2019-08-09 12:57","단말기","2019-08-09",11727
"SPB-11728","2018-05-21 9:10","체인","2018-05-21",11728
"SPB-11728","2019-08-26 20:42","타이어 ","2019-08-26",11728
"SPB-11728","2019-10-17 17:40","기타 ","2019-10-17",11728
"SPB-11796","2018-07-14 3:43","페달","2018-07-14",11796
"SPB-11796","2019-06-14 4:42","체인","2019-06-14",11796
"SPB-11807","2018-08-06 22:59","기타 ","2018-08-06",11807
"SPB-11807","2019-09-20 23:55","단말기","2019-09-20",11807
"SPB-11807","2019-11-20 8:53","기타 ","2019-11-20",11807
"SPB-11966","2018-05-15 11:11","페달","2018-05-15",11966
"SPB-11966","2019-06-11 21:54","기타 ","2019-06-11",11966
"SPB-12032","2018-06-19 11:33","안장","2018-06-19",12032
"SPB-12032","2019-06-01 21:48","체인","2019-06-01",12032
"SPB-12106","2018-11-12 11:57","기타 ","2018-11-12",12106
"SPB-12106","2019-04-20 19:03","기타 ","2019-04-20",12106
"SPB-12106","2019-10-10 14:27","페달","2019-10-10",12106
"SPB-12171","2019-07-22 3:34","단말기","2019-07-22",12171
"SPB-12171","2019-08-03 20:02","체인","2019-08-03",12171
"SPB-12182","2018-05-26 23:35","안장","2018-05-26",12182
"SPB-12182","2018-07-20 13:16","단말기","2018-07-20",12182
"SPB-12209","2019-09-19 21:52","안장","2019-09-19",12209
"SPB-12209","2019-09-21 22:46","단말기","2019-09-21",12209
"SPB-12241","2019-08-05 9:12","체인","2019-08-05",12241
"SPB-12241","2019-09-16 15:11","타이어 ","2019-09-16",12241
"SPB-12241","2019-09-17 13:10","기타 ","2019-09-17",12241
"SPB-12241","2019-10-03 15:33","기타 ","2019-10-03",12241
"SPB-12264","2018-11-07 22:57","체인","2018-11-07",12264
"SPB-12264","2019-07-24 22:49","타이어 ","2019-07-24",12264
"SPB-12345","2019-05-06 2:48","단말기","2019-05-06",12345
"SPB-12345","2019-08-26 18:04","체인","2019-08-26",12345
"SPB-12398","2018-08-17 23:21","단말기","2018-08-17",12398
"SPB-12398","2018-11-17 18:34","체인","2018-11-17",12398
"SPB-12398","2019-04-02 16:17","안장","2019-04-02",12398
"SPB-12424","2019-07-22 7:24","타이어 ","2019-07-22",12424
"SPB-12424","2019-07-23 17:13","타이어 ","2019-07-23",12424
"SPB-12502","2018-06-08 0:45","타이어 ","2018-06-08",12502
"SPB-12502","2019-04-16 1:20","단말기","2019-04-16",12502
"SPB-12508","2019-02-12 10:03","기타 ","2019-02-12",12508
"SPB-12508","2019-10-18 9:30","안장","2019-10-18",12508
"SPB-12526","2018-08-01 6:07","체인","2018-08-01",12526
"SPB-12526","2018-08-09 8:39","기타 ","2018-08-09",12526
"SPB-12526","2019-10-06 0:18","페달","2019-10-06",12526
"SPB-12529","2018-07-08 23:03","체인","2018-07-08",12529
"SPB-12529","2019-09-16 3:33","단말기","2019-09-16",12529
"SPB-12543","2018-06-20 21:40","안장","2018-06-20",12543
"SPB-12543","2018-08-13 19:37","기타 ","2018-08-13",12543
"SPB-12628","2019-07-20 3:42","단말기","2019-07-20",12628
"SPB-12628","2019-11-06 18:32","기타 ","2019-11-06",12628
"SPB-12645","2019-07-13 13:29","타이어 ","2019-07-13",12645
"SPB-12645","2019-08-13 20:34","단말기","2019-08-13",12645
"SPB-12645","2019-10-25 17:33","타이어 ","2019-10-25",12645
"SPB-12645","2019-11-02 3:48","타이어 ","2019-11-02",12645
"SPB-12645","2019-11-03 15:39","타이어 ","2019-11-03",12645
"SPB-12690","2019-07-20 22:27","단말기","2019-07-20",12690
"SPB-12690","2019-08-20 21:38","타이어 ","2019-08-20",12690
"SPB-12691","2019-07-18 20:13","기타 ","2019-07-18",12691
"SPB-12691","2019-10-03 23:08","타이어 ","2019-10-03",12691
"SPB-12807","2018-07-16 16:32","단말기","2018-07-16",12807
"SPB-12807","2018-09-16 21:31","페달","2018-09-16",12807
"SPB-12878","2019-10-19 21:09","안장","2019-10-19",12878
"SPB-12878","2019-11-25 12:52","안장","2019-11-25",12878
"SPB-12884","2018-06-23 0:05","기타 ","2018-06-23",12884
"SPB-12884","2018-10-22 18:58","체인","2018-10-22",12884
"SPB-12884","2018-11-18 19:46","기타 ","2018-11-18",12884
"SPB-12911","2018-08-03 15:22","타이어 ","2018-08-03",12911
"SPB-12911","2018-08-04 4:11","타이어 ","2018-08-04",12911
"SPB-12914","2018-06-27 20:29","안장","2018-06-27",12914
"SPB-12914","2019-04-13 20:04","체인","2019-04-13",12914
"SPB-12914","2019-07-23 6:37","체인","2019-07-23",12914
"SPB-12938","2019-06-15 1:26","안장","2019-06-15",12938
"SPB-12938","2019-06-16 13:29","안장","2019-06-16",12938
"SPB-12949","2019-03-24 16:58","단말기","2019-03-24",12949
"SPB-12949","2019-06-24 23:21","안장","2019-06-24",12949
"SPB-13002","2018-05-21 19:09","안장","2018-05-21",13002
"SPB-13002","2018-07-21 9:02","단말기","2018-07-21",13002
"SPB-13085","2019-09-14 0:24","체인","2019-09-14",13085
"SPB-13085","2019-10-04 17:28","안장","2019-10-04",13085
"SPB-13108","2018-10-24 22:20","체인","2018-10-24",13108
"SPB-13108","2019-10-14 17:08","안장","2019-10-14",13108
"SPB-13225","2018-05-25 23:45","기타 ","2018-05-25",13225
"SPB-13225","2018-12-06 17:31","타이어 ","2018-12-06",13225
"SPB-13225","2019-09-30 18:31","안장","2019-09-30",13225
"SPB-13272","2018-09-17 23:22","타이어 ","2018-09-17",13272
"SPB-13272","2019-04-05 17:08","페달","2019-04-05",13272
"SPB-13275","2019-05-14 17:36","단말기","2019-05-14",13275
"SPB-13275","2019-06-03 13:26","안장","2019-06-03",13275
"SPB-13338","2019-04-01 0:22","단말기","2019-04-01",13338
"SPB-13338","2019-07-10 13:18","안장","2019-07-10",13338
"SPB-13390","2018-11-14 21:20","안장","2018-11-14",13390
"SPB-13390","2019-10-15 1:23","단말기","2019-10-15",13390
"SPB-13439","2019-12-09 13:14","타이어 ","2019-12-09",13439
"SPB-13439","2019-12-23 19:27","기타 ","2019-12-23",13439
"SPB-13494","2018-10-23 8:18","페달","2018-10-23",13494
"SPB-13494","2018-11-01 13:58","페달","2018-11-01",13494
"SPB-13494","2018-11-02 23:51","안장","2018-11-02",13494
"SPB-13494","2018-11-03 19:31","체인","2018-11-03",13494
"SPB-13508","2018-08-04 21:15","체인","2018-08-04",13508
"SPB-13508","2019-06-21 17:06","기타 ","2019-06-21",13508
"SPB-13530","2018-09-12 5:03","단말기","2018-09-12",13530
"SPB-13530","2019-07-24 10:53","안장","2019-07-24",13530
"SPB-13574","2018-06-04 20:31","단말기","2018-06-04",13574
"SPB-13574","2019-04-17 10:16","기타 ","2019-04-17",13574
"SPB-13594","2019-05-07 11:16","단말기","2019-05-07",13594
"SPB-13594","2019-08-10 12:54","타이어 ","2019-08-10",13594
"SPB-13599","2019-11-20 17:49","체인","2019-11-20",13599
"SPB-13599","2019-12-02 18:53","안장","2019-12-02",13599
"SPB-13615","2018-10-08 0:41","페달","2018-10-08",13615
"SPB-13615","2019-04-14 14:06","타이어 ","2019-04-14",13615
"SPB-13648","2019-09-23 16:28","타이어 ","2019-09-23",13648
"SPB-13648","2019-09-25 12:06","기타 ","2019-09-25",13648
"SPB-13710","2018-11-02 10:44","체인","2018-11-02",13710
"SPB-13710","2019-03-21 19:26","기타 ","2019-03-21",13710
"SPB-13711","2019-11-02 16:27","체인","2019-11-02",13711
"SPB-13711","2019-11-19 15:49","체인","2019-11-19",13711
"SPB-13722","2018-11-11 9:39","체인","2018-11-11",13722
"SPB-13722","2019-10-08 19:17","체인","2019-10-08",13722
"SPB-13734","2018-09-13 16:58","안장","2018-09-13",13734
"SPB-13734","2019-11-14 21:13","기타 ","2019-11-14",13734
"SPB-13758","2018-09-18 2:50","타이어 ","2018-09-18",13758
"SPB-13758","2019-03-25 6:58","단말기","2019-03-25",13758
"SPB-13767","2018-10-15 8:57","안장","2018-10-15",13767
"SPB-13767","2018-10-17 21:40","안장","2018-10-17",13767
"SPB-13767","2019-05-12 2:42","기타 ","2019-05-12",13767
"SPB-13773","2019-07-09 17:48","체인","2019-07-09",13773
"SPB-13773","2019-07-17 8:52","체인","2019-07-17",13773
"SPB-13795","2019-06-13 1:13","타이어 ","2019-06-13",13795
"SPB-13795","2019-10-15 22:23","체인","2019-10-15",13795
"SPB-13847","2018-09-11 20:18","체인","2018-09-11",13847
"SPB-13847","2019-06-07 23:13","단말기","2019-06-07",13847
"SPB-13852","2018-09-11 7:48","기타 ","2018-09-11",13852
"SPB-13852","2018-09-25 15:39","기타 ","2018-09-25",13852
"SPB-13858","2018-09-29 2:43","기타 ","2018-09-29",13858
"SPB-13858","2019-09-15 22:22","단말기","2019-09-15",13858
"SPB-13858","2019-09-27 21:48","체인","2019-09-27",13858
"SPB-13860","2018-11-09 12:29","기타 ","2018-11-09",13860
"SPB-13860","2019-05-09 17:33","체인","2019-05-09",13860
"SPB-13905","2018-07-18 0:40","단말기","2018-07-18",13905
"SPB-13905","2019-08-10 14:53","타이어 ","2019-08-10",13905
"SPB-13921","2019-07-02 19:58","체인","2019-07-02",13921
"SPB-13921","2019-10-12 20:19","체인","2019-10-12",13921
"SPB-13923","2019-05-03 16:37","체인","2019-05-03",13923
"SPB-13923","2019-10-12 19:24","안장","2019-10-12",13923
"SPB-13930","2019-09-25 16:47","타이어 ","2019-09-25",13930
"SPB-13930","2019-09-27 23:30","체인","2019-09-27",13930
"SPB-14061","2018-10-04 14:49","체인","2018-10-04",14061
"SPB-14061","2019-12-22 17:30","기타 ","2019-12-22",14061
"SPB-14063","2018-07-21 7:02","페달","2018-07-21",14063
"SPB-14063","2019-05-03 23:41","안장","2019-05-03",14063
"SPB-14073","2018-10-08 22:47","체인","2018-10-08",14073
"SPB-14073","2019-07-17 9:16","기타 ","2019-07-17",14073
"SPB-14185","2019-05-08 6:29","안장","2019-05-08",14185
"SPB-14185","2019-05-13 0:45","단말기","2019-05-13",14185
"SPB-14207","2019-04-20 11:30","안장","2019-04-20",14207
"SPB-14207","2019-10-10 22:54","타이어 ","2019-10-10",14207
"SPB-14216","2019-07-15 20:31","타이어 ","2019-07-15",14216
"SPB-14216","2019-10-18 8:47","타이어 ","2019-10-18",14216
"SPB-14232","2018-08-24 21:43","체인","2018-08-24",14232
"SPB-14232","2019-03-23 17:56","체인","2019-03-23",14232
"SPB-14234","2019-10-12 19:45","기타 ","2019-10-12",14234
"SPB-14234","2019-10-15 18:04","체인","2019-10-15",14234
"SPB-14276","2019-08-25 19:31","체인","2019-08-25",14276
"SPB-14276","2019-10-14 18:33","기타 ","2019-10-14",14276
"SPB-14276","2019-10-21 19:40","페달","2019-10-21",14276
"SPB-14333","2018-06-23 6:05","기타 ","2018-06-23",14333
"SPB-14333","2019-05-11 21:46","타이어 ","2019-05-11",14333
"SPB-14333","2019-06-19 18:35","체인","2019-06-19",14333
"SPB-14337","2019-06-22 15:57","체인","2019-06-22",14337
"SPB-14337","2019-08-18 22:49","안장","2019-08-18",14337
"SPB-14356","2019-08-01 22:58","타이어 ","2019-08-01",14356
"SPB-14356","2019-08-05 7:38","타이어 ","2019-08-05",14356
"SPB-14400","2018-07-12 15:48","기타 ","2018-07-12",14400
"SPB-14400","2019-07-14 17:24","안장","2019-07-14",14400
"SPB-14420","2018-06-04 19:21","안장","2018-06-04",14420
"SPB-14420","2019-09-13 16:16","타이어 ","2019-09-13",14420
"SPB-14430","2019-03-25 22:22","체인","2019-03-25",14430
"SPB-14430","2019-04-07 18:41","체인","2019-04-07",14430
"SPB-14439","2018-11-14 22:12","단말기","2018-11-14",14439
"SPB-14439","2019-08-26 8:56","체인","2019-08-26",14439
"SPB-14458","2019-03-06 0:29","체인","2019-03-06",14458
"SPB-14458","2019-11-24 0:29","기타 ","2019-11-24",14458
"SPB-14465","2018-06-12 20:25","안장","2018-06-12",14465
"SPB-14465","2019-08-18 15:41","타이어 ","2019-08-18",14465
"SPB-14483","2018-08-16 17:31","단말기","2018-08-16",14483
"SPB-14483","2019-07-17 9:08","안장","2019-07-17",14483
"SPB-14492","2019-08-19 23:49","타이어 ","2019-08-19",14492
"SPB-14492","2019-10-11 17:49","타이어 ","2019-10-11",14492
"SPB-14506","2018-07-29 20:13","페달","2018-07-29",14506
"SPB-14506","2019-09-19 18:29","단말기","2019-09-19",14506
"SPB-14519","2018-06-27 17:18","안장","2018-06-27",14519
"SPB-14519","2019-06-01 23:17","안장","2019-06-01",14519
"SPB-14519","2019-06-03 2:01","체인","2019-06-03",14519
"SPB-14587","2018-07-03 20:23","타이어 ","2018-07-03",14587
"SPB-14587","2019-06-13 18:49","안장","2019-06-13",14587
"SPB-14587","2019-07-01 22:26","기타 ","2019-07-01",14587
"SPB-14599","2018-07-08 12:22","기타 ","2018-07-08",14599
"SPB-14599","2018-10-24 21:39","체인","2018-10-24",14599
"SPB-14607","2018-06-24 6:47","기타 ","2018-06-24",14607
"SPB-14607","2019-08-09 1:48","단말기","2019-08-09",14607
"SPB-14611","2019-06-30 21:44","기타 ","2019-06-30",14611
"SPB-14611","2019-07-07 14:50","타이어 ","2019-07-07",14611
"SPB-14613","2018-11-22 14:59","체인","2018-11-22",14613
"SPB-14613","2019-08-07 13:41","체인","2019-08-07",14613
"SPB-14649","2019-06-10 19:40","기타 ","2019-06-10",14649
"SPB-14649","2019-10-18 8:12","기타 ","2019-10-18",14649
"SPB-14667","2018-06-18 0:17","타이어 ","2018-06-18",14667
"SPB-14667","2018-12-09 12:01","기타 ","2018-12-09",14667
"SPB-14706","2019-03-23 3:17","타이어 ","2019-03-23",14706
"SPB-14706","2019-06-16 4:22","안장","2019-06-16",14706
"SPB-14710","2019-09-30 20:08","타이어 ","2019-09-30",14710
"SPB-14710","2019-10-12 18:52","기타 ","2019-10-12",14710
"SPB-14712","2019-02-25 19:06","체인","2019-02-25",14712
"SPB-14712","2019-08-03 2:50","페달","2019-08-03",14712
"SPB-14740","2018-11-12 20:26","체인","2018-11-12",14740
"SPB-14740","2019-05-05 18:42","체인","2019-05-05",14740
"SPB-14750","2018-08-19 19:04","체인","2018-08-19",14750
"SPB-14750","2018-11-27 20:50","페달","2018-11-27",14750
"SPB-14754","2018-06-10 14:42","기타 ","2018-06-10",14754
"SPB-14754","2019-06-12 16:37","페달","2019-06-12",14754
"SPB-14804","2018-10-31 23:11","체인","2018-10-31",14804
"SPB-14804","2019-05-12 12:16","체인","2019-05-12",14804
"SPB-14847","2019-08-03 13:57","타이어 ","2019-08-03",14847
"SPB-14847","2019-08-16 11:33","페달","2019-08-16",14847
"SPB-14853","2019-04-21 18:22","단말기","2019-04-21",14853
"SPB-14853","2019-08-01 18:33","단말기","2019-08-01",14853
"SPB-14858","2019-09-28 16:21","체인","2019-09-28",14858
"SPB-14858","2019-09-30 8:33","체인","2019-09-30",14858
"SPB-14869","2019-04-16 23:16","타이어 ","2019-04-16",14869
"SPB-14869","2019-04-17 12:27","타이어 ","2019-04-17",14869
"SPB-14889","2019-06-23 19:05","안장","2019-06-23",14889
"SPB-14889","2019-08-23 23:33","안장","2019-08-23",14889
"SPB-14906","2018-10-25 8:50","페달","2018-10-25",14906
"SPB-14906","2018-10-31 18:52","기타 ","2018-10-31",14906
"SPB-14906","2019-02-12 14:28","타이어 ","2019-02-12",14906
"SPB-14906","2019-10-25 1:37","체인","2019-10-25",14906
"SPB-14909","2018-08-11 23:31","타이어 ","2018-08-11",14909
"SPB-14909","2019-10-04 18:16","기타 ","2019-10-04",14909
"SPB-14962","2019-07-21 20:43","타이어 ","2019-07-21",14962
"SPB-14962","2019-09-26 15:52","안장","2019-09-26",14962
"SPB-14962","2019-10-26 17:12","기타 ","2019-10-26",14962
"SPB-14971","2019-08-31 21:11","타이어 ","2019-08-31",14971
"SPB-14971","2019-09-01 17:43","타이어 ","2019-09-01",14971
"SPB-14994","2018-08-18 21:56","페달","2018-08-18",14994
"SPB-14994","2018-08-25 23:28","안장","2018-08-25",14994
"SPB-14995","2019-08-28 14:45","체인","2019-08-28",14995
"SPB-14995","2019-09-05 10:01","체인","2019-09-05",14995
"SPB-15040","2018-10-08 14:53","타이어 ","2018-10-08",15040
"SPB-15040","2019-06-29 13:07","체인","2019-06-29",15040
