"자전거번호","등록일시","고장구분","등록날짜"
"SPB-07803","2018-10-02 21:07","기타 ","2018-10-02"
"SPB-07803","2018-10-06 20:25","기타 ","2018-10-06"
"SPB-07831","2018-09-12 8:29","안장","2018-09-12"
"SPB-07834","2018-07-18 23:59","기타 ","2018-07-18"
"SPB-07837","2018-09-11 9:04","체인","2018-09-11"
"SPB-07843","2018-09-08 14:58","기타 ","2018-09-08"
"SPB-07882","2018-08-30 21:12","단말기","2018-08-30"
"SPB-07889","2018-09-26 18:36","타이어 ","2018-09-26"
"SPB-07896","2018-10-11 22:38","체인","2018-10-11"
"SPB-07909","2018-06-15 21:10","타이어 ","2018-06-15"
"SPB-07909","2018-06-15 21:10","단말기","2018-06-15"
"SPB-07912","2018-05-13 3:05","체인","2018-05-13"
"SPB-07916","2018-12-05 14:02","타이어 ","2018-12-05"
"SPB-07916","2018-12-09 12:00","타이어 ","2018-12-09"
"SPB-07934","2018-09-14 12:34","체인","2018-09-14"
"SPB-07940","2018-10-13 22:22","체인","2018-10-13"
"SPB-07940","2018-10-13 22:22","페달","2018-10-13"
"SPB-07940","2018-10-21 21:28","체인","2018-10-21"
"SPB-07940","2018-10-26 23:39","타이어 ","2018-10-26"
"SPB-07959","2018-04-17 18:27","단말기","2018-04-17"
"SPB-07969","2018-09-07 19:45","체인","2018-09-07"
"SPB-07969","2018-09-08 23:35","체인","2018-09-08"
"SPB-07998","2018-10-22 18:36","체인","2018-10-22"
"SPB-08006","2018-04-28 14:56","기타 ","2018-04-28"
"SPB-08020","2018-09-19 10:49","단말기","2018-09-19"
"SPB-08027","2018-09-17 8:09","안장","2018-09-17"
"SPB-08058","2018-10-19 8:16","페달","2018-10-19"
"SPB-08071","2018-10-31 9:03","체인","2018-10-31"
"SPB-08080","2018-10-07 15:07","단말기","2018-10-07"
"SPB-08109","2018-05-14 2:22","단말기","2018-05-14"
"SPB-08112","2018-04-07 15:39","파손","2018-04-07"
"SPB-08112","2018-04-07 15:39","단말기","2018-04-07"
"SPB-08149","2018-09-13 9:46","기타 ","2018-09-13"
"SPB-08149","2018-10-27 23:10","체인","2018-10-27"
"SPB-08149","2018-10-27 23:10","단말기","2018-10-27"
"SPB-08152","2018-05-27 20:45","안장","2018-05-27"
"SPB-08152","2018-11-06 1:06","단말기","2018-11-06"
"SPB-08154","2018-04-09 15:32","기타 ","2018-04-09"
"SPB-08154","2018-04-09 15:32","단말기","2018-04-09"
"SPB-08157","2018-05-26 17:58","타이어 ","2018-05-26"
"SPB-08169","2018-05-27 19:21","타이어 ","2018-05-27"
"SPB-08178","2018-09-06 11:04","안장","2018-09-06"
"SPB-08178","2018-10-20 14:07","페달","2018-10-20"
"SPB-08178","2018-10-20 14:07","기타 ","2018-10-20"
"SPB-08214","2018-07-05 2:58","단말기","2018-07-05"
"SPB-08220","2018-05-24 22:01","단말기","2018-05-24"
"SPB-08224","2018-08-16 9:38","단말기","2018-08-16"
"SPB-08253","2018-09-16 9:24","체인","2018-09-16"
"SPB-08255","2018-10-07 17:58","기타 ","2018-10-07"
"SPB-08275","2018-10-01 23:52","단말기","2018-10-01"
"SPB-08276","2018-09-13 7:53","타이어 ","2018-09-13"
"SPB-08287","2018-10-08 22:37","기타 ","2018-10-08"
"SPB-08290","2018-12-05 19:01","안장","2018-12-05"
"SPB-08311","2018-07-23 12:44","단말기","2018-07-23"
"SPB-08320","2018-10-29 22:57","기타 ","2018-10-29"
"SPB-08320","2018-10-29 22:57","체인","2018-10-29"
"SPB-08326","2018-07-16 7:19","기타 ","2018-07-16"
"SPB-08327","2018-04-28 21:09","안장","2018-04-28"
"SPB-08327","2018-04-28 21:09","기타 ","2018-04-28"
"SPB-08334","2018-03-30 22:21","기타 ","2018-03-30"
"SPB-08336","2018-09-09 2:09","기타 ","2018-09-09"
"SPB-08338","2018-10-24 11:39","체인","2018-10-24"
"SPB-08360","2018-10-17 20:50","체인","2018-10-17"
"SPB-08382","2018-12-02 18:36","체인","2018-12-02"
"SPB-08389","2018-09-22 1:25","체인","2018-09-22"
"SPB-08420","2018-09-11 20:01","체인","2018-09-11"
"SPB-08420","2018-09-11 20:01","페달","2018-09-11"
"SPB-08426","2018-06-23 19:49","단말기","2018-06-23"
"SPB-08426","2018-06-23 19:49","기타 ","2018-06-23"
"SPB-08450","2018-10-13 9:04","기타 ","2018-10-13"
"SPB-08454","2018-09-02 14:26","페달","2018-09-02"
"SPB-08470","2018-09-14 0:22","단말기","2018-09-14"
"SPB-08495","2018-04-12 9:17","단말기","2018-04-12"
"SPB-08509","2018-06-17 18:34","타이어 ","2018-06-17"
"SPB-08509","2018-06-17 18:34","기타 ","2018-06-17"
"SPB-08527","2018-09-30 19:01","타이어 ","2018-09-30"
"SPB-08528","2018-05-19 11:51","단말기","2018-05-19"
"SPB-08535","2018-10-18 22:06","페달","2018-10-18"
"SPB-08549","2018-03-13 18:00","기타 ","2018-03-13"
"SPB-08549","2018-06-28 23:57","기타 ","2018-06-28"
"SPB-08559","2018-08-03 17:48","페달","2018-08-03"
"SPB-08567","2018-08-16 21:56","안장","2018-08-16"
"SPB-08570","2018-08-05 19:28","페달","2018-08-05"
"SPB-08651","2018-08-09 18:23","타이어 ","2018-08-09"
"SPB-08668","2018-10-14 21:10","기타 ","2018-10-14"
"SPB-08697","2018-05-25 3:27","단말기","2018-05-25"
"SPB-08729","2018-07-26 9:40","단말기","2018-07-26"
"SPB-08734","2018-09-15 22:31","단말기","2018-09-15"
"SPB-08734","2018-09-15 22:31","기타 ","2018-09-15"
"SPB-08793","2018-09-02 18:58","체인","2018-09-02"
"SPB-08793","2018-09-02 18:58","타이어 ","2018-09-02"
"SPB-08798","2018-06-21 21:21","안장","2018-06-21"
"SPB-08800","2018-11-13 22:10","타이어 ","2018-11-13"
"SPB-08801","2018-09-28 1:14","기타 ","2018-09-28"
"SPB-08808","2018-09-30 2:04","단말기","2018-09-30"
"SPB-08809","2018-05-21 22:12","안장","2018-05-21"
"SPB-08809","2018-05-21 22:12","파손","2018-05-21"
"SPB-08810","2018-10-06 16:10","타이어 ","2018-10-06"
"SPB-08847","2018-05-19 15:58","안장","2018-05-19"
"SPB-08850","2018-07-10 9:07","체인","2018-07-10"
"SPB-08878","2018-07-17 21:39","체인","2018-07-17"
"SPB-08901","2018-04-25 20:57","파손","2018-04-25"
"SPB-08901","2018-04-25 20:57","타이어 ","2018-04-25"
"SPB-08905","2018-06-16 17:08","타이어 ","2018-06-16"
"SPB-08905","2018-06-16 17:08","파손","2018-06-16"
"SPB-08915","2018-10-03 15:18","체인","2018-10-03"
"SPB-08915","2018-10-04 21:04","체인","2018-10-04"
"SPB-08922","2018-05-04 17:23","안장","2018-05-04"
"SPB-08934","2018-09-08 7:35","타이어 ","2018-09-08"
"SPB-08944","2018-09-16 19:44","안장","2018-09-16"
"SPB-08947","2018-10-08 23:15","단말기","2018-10-08"
"SPB-08949","2018-07-12 21:23","단말기","2018-07-12"
"SPB-08949","2018-07-13 11:42","기타 ","2018-07-13"
"SPB-08965","2018-10-11 23:35","체인","2018-10-11"
"SPB-08974","2018-05-11 19:22","단말기","2018-05-11"
"SPB-08978","2018-05-09 17:58","단말기","2018-05-09"
"SPB-09001","2018-10-30 21:48","체인","2018-10-30"
"SPB-09004","2018-09-27 18:25","기타 ","2018-09-27"
"SPB-09017","2018-08-20 22:51","단말기","2018-08-20"
"SPB-09032","2018-12-11 21:25","타이어 ","2018-12-11"
"SPB-09083","2018-10-13 9:02","타이어 ","2018-10-13"
"SPB-09083","2018-10-13 9:02","체인","2018-10-13"
"SPB-09102","2018-08-25 21:03","안장","2018-08-25"
"SPB-09104","2018-09-17 18:26","단말기","2018-09-17"
"SPB-09137","2018-05-15 18:09","단말기","2018-05-15"
"SPB-09137","2018-09-10 20:15","단말기","2018-09-10"
"SPB-09150","2018-11-15 11:15","단말기","2018-11-15"
"SPB-09168","2018-06-17 12:18","기타 ","2018-06-17"
"SPB-09168","2018-06-17 12:18","안장","2018-06-17"
"SPB-09208","2018-06-01 4:50","단말기","2018-06-01"
"SPB-09237","2018-04-28 19:58","단말기","2018-04-28"
"SPB-09246","2018-09-22 19:34","단말기","2018-09-22"
"SPB-09258","2018-08-25 22:51","기타 ","2018-08-25"
"SPB-09260","2018-10-30 21:28","체인","2018-10-30"
"SPB-09277","2018-07-24 23:06","단말기","2018-07-24"
"SPB-09281","2018-06-25 18:18","단말기","2018-06-25"
"SPB-09284","2018-05-21 20:03","단말기","2018-05-21"
"SPB-09293","2018-05-15 18:35","안장","2018-05-15"
"SPB-09293","2018-05-23 17:58","기타 ","2018-05-23"
"SPB-09293","2018-05-23 17:58","파손","2018-05-23"
"SPB-09293","2018-05-23 17:58","안장","2018-05-23"
"SPB-09293","2018-05-23 17:58","체인","2018-05-23"
"SPB-09299","2018-11-13 19:22","기타 ","2018-11-13"
"SPB-09300","2018-09-08 20:07","단말기","2018-09-08"
"SPB-09306","2018-03-31 15:24","단말기","2018-03-31"
"SPB-09353","2018-12-20 7:06","안장","2018-12-20"
"SPB-09357","2018-07-10 13:34","안장","2018-07-10"
"SPB-09428","2018-08-22 22:23","기타 ","2018-08-22"
"SPB-09428","2018-08-22 22:23","체인","2018-08-22"
"SPB-09428","2018-09-04 9:02","안장","2018-09-04"
"SPB-09428","2018-09-04 9:02","체인","2018-09-04"
"SPB-09428","2018-09-05 18:50","체인","2018-09-05"
"SPB-09433","2018-10-22 17:55","안장","2018-10-22"
"SPB-09485","2018-09-06 22:36","타이어 ","2018-09-06"
"SPB-09487","2018-06-23 19:52","안장","2018-06-23"
"SPB-09514","2018-11-17 23:40","기타 ","2018-11-17"
"SPB-09518","2018-09-25 2:55","기타 ","2018-09-25"
"SPB-09528","2018-06-10 14:19","안장","2018-06-10"
"SPB-09535","2018-06-25 3:15","단말기","2018-06-25"
"SPB-09572","2018-09-11 21:58","기타 ","2018-09-11"
"SPB-09572","2018-09-11 21:58","단말기","2018-09-11"
"SPB-09573","2018-11-06 19:23","기타 ","2018-11-06"
"SPB-09601","2018-10-25 9:16","체인","2018-10-25"
"SPB-09616","2018-05-25 7:30","안장","2018-05-25"
"SPB-09630","2018-06-04 0:09","체인","2018-06-04"
"SPB-09634","2018-09-26 2:29","단말기","2018-09-26"
"SPB-09666","2018-05-09 20:48","체인","2018-05-09"
"SPB-09678","2018-09-23 20:16","안장","2018-09-23"
"SPB-09680","2018-09-12 17:40","체인","2018-09-12"
"SPB-09686","2018-10-04 20:47","타이어 ","2018-10-04"
"SPB-09689","2018-10-07 21:26","안장","2018-10-07"
"SPB-09736","2018-09-12 16:09","안장","2018-09-12"
"SPB-09742","2018-11-04 17:34","체인","2018-11-04"
"SPB-09781","2018-10-24 8:42","체인","2018-10-24"
"SPB-09793","2018-10-10 20:16","기타 ","2018-10-10"
"SPB-09827","2018-07-15 22:05","기타 ","2018-07-15"
"SPB-09855","2018-05-30 19:19","안장","2018-05-30"
"SPB-09888","2018-09-22 17:47","기타 ","2018-09-22"
"SPB-09899","2018-07-17 19:05","기타 ","2018-07-17"
"SPB-09910","2018-08-09 12:43","타이어 ","2018-08-09"
"SPB-09929","2018-08-16 21:07","체인","2018-08-16"
"SPB-09930","2018-10-22 7:22","기타 ","2018-10-22"
"SPB-09947","2018-07-03 21:50","체인","2018-07-03"
"SPB-09955","2018-09-12 22:48","체인","2018-09-12"
"SPB-09965","2018-05-13 20:05","타이어 ","2018-05-13"
"SPB-09973","2018-09-05 10:33","안장","2018-09-05"
"SPB-09973","2018-09-05 10:33","체인","2018-09-05"
"SPB-09974","2018-06-07 19:33","체인","2018-06-07"
"SPB-09999","2018-09-14 18:15","단말기","2018-09-14"
"SPB-10002","2018-08-30 8:28","페달","2018-08-30"
"SPB-10002","2018-08-30 8:28","체인","2018-08-30"
"SPB-10042","2018-09-13 20:55","체인","2018-09-13"
"SPB-10042","2018-09-13 11:01","체인","2018-09-13"
"SPB-10050","2018-10-26 8:34","체인","2018-10-26"
"SPB-10054","2018-11-26 0:11","체인","2018-11-26"
"SPB-10059","2018-09-02 0:17","단말기","2018-09-02"
"SPB-10063","2018-09-08 19:12","타이어 ","2018-09-08"
"SPB-10143","2018-10-15 18:09","타이어 ","2018-10-15"
"SPB-10148","2018-10-07 16:51","페달","2018-10-07"
"SPB-10148","2018-10-08 18:20","체인","2018-10-08"
"SPB-10155","2018-06-06 10:54","파손","2018-06-06"
"SPB-10155","2018-06-06 10:54","타이어 ","2018-06-06"
"SPB-10157","2018-04-17 17:51","체인","2018-04-17"
"SPB-10160","2018-07-13 20:08","안장","2018-07-13"
"SPB-10202","2018-06-12 8:33","안장","2018-06-12"
"SPB-10208","2018-06-29 18:56","타이어 ","2018-06-29"
"SPB-10225","2018-07-06 8:03","기타 ","2018-07-06"
"SPB-10233","2018-05-24 7:07","단말기","2018-05-24"
"SPB-10239","2018-09-13 11:37","체인","2018-09-13"
"SPB-10247","2018-10-14 22:30","타이어 ","2018-10-14"
"SPB-10267","2018-08-28 5:49","안장","2018-08-28"
"SPB-10287","2018-09-07 12:26","페달","2018-09-07"
"SPB-10287","2018-09-07 12:26","체인","2018-09-07"
"SPB-10304","2018-11-01 22:37","기타 ","2018-11-01"
"SPB-10340","2018-09-02 20:44","타이어 ","2018-09-02"
"SPB-10362","2018-11-14 13:25","체인","2018-11-14"
"SPB-10391","2018-10-12 23:25","체인","2018-10-12"
"SPB-10408","2018-08-09 21:29","안장","2018-08-09"
"SPB-10426","2018-07-03 7:16","기타 ","2018-07-03"
"SPB-10434","2018-10-24 9:07","안장","2018-10-24"
"SPB-10447","2018-08-16 8:32","안장","2018-08-16"
"SPB-10452","2018-05-26 17:49","파손","2018-05-26"
"SPB-10452","2018-05-26 17:49","기타 ","2018-05-26"
"SPB-10452","2018-05-26 17:49","잠금장치 불량","2018-05-26"
"SPB-10455","2018-10-08 19:12","안장","2018-10-08"
"SPB-10471","2018-09-01 1:31","단말기","2018-09-01"
"SPB-10472","2018-07-16 17:54","기타 ","2018-07-16"
"SPB-10473","2018-07-12 20:52","기타 ","2018-07-12"
"SPB-10500","2018-07-08 22:51","타이어 ","2018-07-08"
"SPB-10500","2018-08-19 22:56","안장","2018-08-19"
"SPB-10514","2018-09-30 0:39","타이어 ","2018-09-30"
"SPB-10516","2018-11-28 15:58","타이어 ","2018-11-28"
"SPB-10523","2018-11-07 7:23","기타 ","2018-11-07"
"SPB-10626","2018-11-17 12:25","안장","2018-11-17"
"SPB-10650","2018-12-08 1:31","체인","2018-12-08"
"SPB-10654","2018-08-25 21:04","타이어 ","2018-08-25"
"SPB-10660","2018-09-27 20:32","페달","2018-09-27"
"SPB-10668","2018-06-06 10:40","기타 ","2018-06-06"
"SPB-10687","2018-08-15 15:47","타이어 ","2018-08-15"
"SPB-10705","2018-09-23 14:01","기타 ","2018-09-23"
"SPB-10710","2018-11-07 21:21","안장","2018-11-07"
"SPB-10730","2018-08-06 22:54","단말기","2018-08-06"
"SPB-10747","2018-06-08 21:21","타이어 ","2018-06-08"
"SPB-10801","2018-05-05 7:43","타이어 ","2018-05-05"
"SPB-10805","2018-03-27 23:58","타이어 ","2018-03-27"
"SPB-10853","2018-06-06 9:50","안장","2018-06-06"
"SPB-10855","2018-10-02 22:36","타이어 ","2018-10-02"
"SPB-10880","2018-11-11 11:36","체인","2018-11-11"
"SPB-10904","2018-04-16 22:17","단말기","2018-04-16"
"SPB-10917","2018-06-03 23:36","타이어 ","2018-06-03"
"SPB-10934","2018-10-09 16:55","안장","2018-10-09"
"SPB-10934","2018-10-09 16:55","단말기","2018-10-09"
"SPB-10981","2018-09-30 1:52","체인","2018-09-30"
"SPB-10990","2018-05-27 18:37","안장","2018-05-27"
"SPB-11012","2018-10-02 8:37","타이어 ","2018-10-02"
"SPB-11053","2018-09-23 19:27","안장","2018-09-23"
"SPB-11062","2018-08-20 12:43","기타 ","2018-08-20"
"SPB-11067","2018-08-08 17:52","기타 ","2018-08-08"
"SPB-11067","2018-08-08 17:52","체인","2018-08-08"
"SPB-11100","2018-09-18 1:05","단말기","2018-09-18"
"SPB-11107","2018-09-16 4:28","안장","2018-09-16"
"SPB-11108","2018-08-26 7:32","체인","2018-08-26"
"SPB-11142","2018-10-17 17:07","체인","2018-10-17"
"SPB-11154","2018-05-20 21:21","기타 ","2018-05-20"
"SPB-11162","2018-10-10 18:21","체인","2018-10-10"
"SPB-11168","2018-04-09 5:39","안장","2018-04-09"
"SPB-11169","2018-09-27 15:04","안장","2018-09-27"
"SPB-11179","2018-06-17 0:56","단말기","2018-06-17"
"SPB-11187","2018-06-25 8:07","체인","2018-06-25"
"SPB-11191","2018-11-10 17:17","안장","2018-11-10"
"SPB-11219","2018-09-04 21:03","기타 ","2018-09-04"
"SPB-11238","2018-05-28 8:59","안장","2018-05-28"
"SPB-11238","2018-05-28 8:59","페달","2018-05-28"
"SPB-11248","2018-10-17 11:36","타이어 ","2018-10-17"
"SPB-11265","2018-10-03 9:09","체인","2018-10-03"
"SPB-11292","2018-05-04 16:40","기타 ","2018-05-04"
"SPB-11293","2018-09-22 2:12","단말기","2018-09-22"
"SPB-11304","2018-11-07 21:22","페달","2018-11-07"
"SPB-11335","2018-09-12 23:51","안장","2018-09-12"
"SPB-11349","2018-11-26 1:30","기타 ","2018-11-26"
"SPB-11400","2018-07-12 7:19","기타 ","2018-07-12"
"SPB-11411","2018-09-04 7:32","기타 ","2018-09-04"
"SPB-11440","2018-05-31 8:18","기타 ","2018-05-31"
"SPB-11447","2018-09-07 19:24","단말기","2018-09-07"
"SPB-11452","2018-08-16 19:23","기타 ","2018-08-16"
"SPB-11460","2018-10-02 21:57","체인","2018-10-02"
"SPB-11470","2018-10-15 21:55","체인","2018-10-15"
"SPB-11503","2018-09-28 22:24","체인","2018-09-28"
"SPB-11520","2018-06-10 20:49","단말기","2018-06-10"
"SPB-11531","2018-10-17 16:40","안장","2018-10-17"
"SPB-11531","2018-11-01 18:22","안장","2018-11-01"
"SPB-11558","2018-10-09 17:03","단말기","2018-10-09"
"SPB-11559","2018-05-11 19:21","단말기","2018-05-11"
"SPB-11572","2018-10-15 21:11","안장","2018-10-15"
"SPB-11594","2018-05-14 19:31","기타 ","2018-05-14"
"SPB-11597","2018-04-17 14:05","단말기","2018-04-17"
"SPB-11597","2018-05-06 17:58","단말기","2018-05-06"
"SPB-11600","2018-07-10 7:18","기타 ","2018-07-10"
"SPB-11604","2018-12-22 19:22","체인","2018-12-22"
"SPB-11619","2018-08-15 23:19","안장","2018-08-15"
"SPB-11636","2018-10-29 15:50","페달","2018-10-29"
"SPB-11666","2018-08-18 14:03","타이어 ","2018-08-18"
"SPB-11676","2018-05-11 18:18","안장","2018-05-11"
"SPB-11691","2018-10-29 10:17","단말기","2018-10-29"
"SPB-11692","2018-11-20 18:48","체인","2018-11-20"
"SPB-11714","2018-07-04 22:23","기타 ","2018-07-04"
"SPB-11714","2018-10-26 19:32","체인","2018-10-26"
"SPB-11718","2018-04-28 22:21","단말기","2018-04-28"
"SPB-11728","2018-05-21 9:10","체인","2018-05-21"
"SPB-11728","2018-05-21 9:10","기타 ","2018-05-21"
"SPB-11748","2018-08-23 21:37","타이어 ","2018-08-23"
"SPB-11780","2018-06-16 19:58","파손","2018-06-16"
"SPB-11783","2018-06-20 22:48","안장","2018-06-20"
"SPB-11787","2018-06-27 13:52","안장","2018-06-27"
"SPB-11796","2018-07-14 3:43","페달","2018-07-14"
"SPB-11796","2018-07-14 3:43","체인","2018-07-14"
"SPB-11798","2018-07-30 11:57","기타 ","2018-07-30"
"SPB-11807","2018-08-06 22:59","기타 ","2018-08-06"
"SPB-11809","2018-08-30 15:32","단말기","2018-08-30"
"SPB-11811","2018-09-13 20:03","체인","2018-09-13"
"SPB-11831","2018-06-18 22:50","기타 ","2018-06-18"
"SPB-11874","2018-10-30 21:01","단말기","2018-10-30"
"SPB-11898","2018-07-04 8:42","체인","2018-07-04"
"SPB-11917","2018-08-20 0:12","체인","2018-08-20"
"SPB-11945","2018-04-28 13:07","타이어 ","2018-04-28"
"SPB-11966","2018-05-15 11:11","페달","2018-05-15"
"SPB-11966","2018-05-15 11:11","체인","2018-05-15"
"SPB-11971","2018-09-08 22:05","타이어 ","2018-09-08"
"SPB-12024","2018-08-14 20:58","타이어 ","2018-08-14"
"SPB-12029","2018-07-15 10:57","페달","2018-07-15"
"SPB-12029","2018-07-15 10:57","기타 ","2018-07-15"
"SPB-12032","2018-06-19 11:33","안장","2018-06-19"
"SPB-12041","2018-08-17 23:32","타이어 ","2018-08-17"
"SPB-12057","2018-05-19 15:07","단말기","2018-05-19"
"SPB-12106","2018-11-12 11:57","기타 ","2018-11-12"
"SPB-12109","2018-06-04 10:03","안장","2018-06-04"
"SPB-12119","2018-06-03 21:32","기타 ","2018-06-03"
"SPB-12128","2018-05-25 22:19","타이어 ","2018-05-25"
"SPB-12133","2018-11-01 19:07","단말기","2018-11-01"
"SPB-12136","2018-11-20 6:18","체인","2018-11-20"
"SPB-12159","2018-09-27 22:56","체인","2018-09-27"
"SPB-12182","2018-05-26 23:35","안장","2018-05-26"
"SPB-12182","2018-07-20 13:16","단말기","2018-07-20"
"SPB-12182","2018-07-20 13:16","기타 ","2018-07-20"
"SPB-12191","2018-08-25 20:36","체인","2018-08-25"
"SPB-12191","2018-08-25 20:36","페달","2018-08-25"
"SPB-12198","2018-06-04 19:49","타이어 ","2018-06-04"
"SPB-12198","2018-06-04 19:49","파손","2018-06-04"
"SPB-12200","2018-10-02 18:10","타이어 ","2018-10-02"
"SPB-12208","2018-10-13 19:26","단말기","2018-10-13"
"SPB-12208","2018-10-13 8:39","단말기","2018-10-13"
"SPB-12264","2018-11-07 22:57","체인","2018-11-07"
"SPB-12264","2018-11-07 22:57","기타 ","2018-11-07"
"SPB-12317","2018-06-18 18:21","안장","2018-06-18"
"SPB-12336","2018-08-08 8:07","체인","2018-08-08"
"SPB-12357","2018-09-24 18:32","안장","2018-09-24"
"SPB-12358","2018-07-08 2:03","안장","2018-07-08"
"SPB-12375","2018-07-24 20:22","체인","2018-07-24"
"SPB-12382","2018-07-21 22:19","체인","2018-07-21"
"SPB-12390","2018-10-20 14:51","기타 ","2018-10-20"
"SPB-12393","2018-10-13 9:02","안장","2018-10-13"
"SPB-12397","2018-09-26 23:46","체인","2018-09-26"
"SPB-12398","2018-08-17 23:21","단말기","2018-08-17"
"SPB-12398","2018-11-17 18:34","체인","2018-11-17"
"SPB-12432","2018-08-05 14:50","타이어 ","2018-08-05"
"SPB-12434","2018-10-23 14:07","안장","2018-10-23"
"SPB-12439","2018-10-16 18:36","체인","2018-10-16"
"SPB-12460","2018-10-01 21:25","단말기","2018-10-01"
"SPB-12461","2018-10-13 22:04","단말기","2018-10-13"
"SPB-12462","2018-08-19 1:36","단말기","2018-08-19"
"SPB-12463","2018-07-15 3:14","타이어 ","2018-07-15"
"SPB-12486","2018-06-20 22:34","단말기","2018-06-20"
"SPB-12495","2018-10-03 23:00","안장","2018-10-03"
"SPB-12502","2018-06-08 0:45","타이어 ","2018-06-08"
"SPB-12506","2018-07-23 21:54","체인","2018-07-23"
"SPB-12519","2018-08-24 17:30","단말기","2018-08-24"
"SPB-12526","2018-08-01 6:07","체인","2018-08-01"
"SPB-12526","2018-08-09 8:39","기타 ","2018-08-09"
"SPB-12529","2018-07-08 23:03","체인","2018-07-08"
"SPB-12538","2018-09-18 18:45","안장","2018-09-18"
"SPB-12543","2018-06-20 21:40","안장","2018-06-20"
"SPB-12543","2018-08-13 19:37","기타 ","2018-08-13"
"SPB-12551","2018-07-17 1:08","타이어 ","2018-07-17"
"SPB-12588","2018-06-22 19:46","기타 ","2018-06-22"
"SPB-12624","2018-09-19 18:30","기타 ","2018-09-19"
"SPB-12633","2018-09-10 0:07","단말기","2018-09-10"
"SPB-12648","2018-10-01 16:40","체인","2018-10-01"
"SPB-12648","2018-10-01 16:40","페달","2018-10-01"
"SPB-12657","2018-04-25 20:35","안장","2018-04-25"
"SPB-12673","2018-06-05 13:30","타이어 ","2018-06-05"
"SPB-12681","2018-10-18 21:40","페달","2018-10-18"
"SPB-12707","2018-11-01 9:27","체인","2018-11-01"
"SPB-12754","2018-05-30 19:27","안장","2018-05-30"
"SPB-12759","2018-06-22 6:43","기타 ","2018-06-22"
"SPB-12795","2018-10-08 23:27","단말기","2018-10-08"
"SPB-12803","2018-11-22 18:48","기타 ","2018-11-22"
"SPB-12807","2018-07-16 16:32","단말기","2018-07-16"
"SPB-12807","2018-09-16 21:31","페달","2018-09-16"
"SPB-12819","2018-05-28 1:24","기타 ","2018-05-28"
"SPB-12884","2018-06-23 0:05","기타 ","2018-06-23"
"SPB-12884","2018-10-22 18:58","체인","2018-10-22"
"SPB-12884","2018-11-18 19:46","기타 ","2018-11-18"
"SPB-12895","2018-02-26 1:09","페달","2018-02-26"
"SPB-12895","2018-02-26 1:09","안장","2018-02-26"
"SPB-12902","2018-10-04 13:01","단말기","2018-10-04"
"SPB-12906","2018-10-11 14:22","기타 ","2018-10-11"
"SPB-12906","2018-10-11 14:22","체인","2018-10-11"
"SPB-12911","2018-08-03 15:22","타이어 ","2018-08-03"
"SPB-12911","2018-08-04 4:11","타이어 ","2018-08-04"
"SPB-12914","2018-06-27 20:29","안장","2018-06-27"
"SPB-12917","2018-08-13 22:45","단말기","2018-08-13"
"SPB-12933","2018-09-25 9:34","타이어 ","2018-09-25"
"SPB-12972","2018-09-17 9:15","안장","2018-09-17"
"SPB-12983","2018-10-02 21:24","기타 ","2018-10-02"
"SPB-12987","2018-11-21 18:04","체인","2018-11-21"
"SPB-12987","2018-11-21 18:04","페달","2018-11-21"
"SPB-13002","2018-05-21 19:09","안장","2018-05-21"
"SPB-13002","2018-05-21 19:09","기타 ","2018-05-21"
"SPB-13002","2018-07-21 9:02","단말기","2018-07-21"
"SPB-13005","2018-06-03 22:13","안장","2018-06-03"
"SPB-13005","2018-06-03 22:13","기타 ","2018-06-03"
"SPB-13007","2018-05-28 19:38","파손","2018-05-28"
"SPB-13007","2018-05-28 19:38","타이어 ","2018-05-28"
"SPB-13016","2018-06-22 7:39","기타 ","2018-06-22"
"SPB-13064","2018-05-10 20:23","안장","2018-05-10"
"SPB-13106","2018-06-25 15:22","단말기","2018-06-25"
"SPB-13108","2018-10-24 22:20","체인","2018-10-24"
"SPB-13125","2018-09-27 17:21","단말기","2018-09-27"
"SPB-13158","2018-06-02 21:07","파손","2018-06-02"
"SPB-13194","2018-07-21 7:41","타이어 ","2018-07-21"
"SPB-13197","2018-08-21 0:24","단말기","2018-08-21"
"SPB-13203","2018-07-12 9:42","단말기","2018-07-12"
"SPB-13225","2018-05-25 23:45","기타 ","2018-05-25"
"SPB-13225","2018-05-25 23:45","안장","2018-05-25"
"SPB-13225","2018-12-06 17:31","타이어 ","2018-12-06"
"SPB-13242","2018-11-05 17:31","체인","2018-11-05"
"SPB-13272","2018-09-17 23:22","타이어 ","2018-09-17"
"SPB-13287","2018-08-20 3:05","체인","2018-08-20"
"SPB-13322","2018-08-20 1:58","타이어 ","2018-08-20"
"SPB-13375","2018-12-04 19:42","기타 ","2018-12-04"
"SPB-13382","2018-08-25 23:57","체인","2018-08-25"
"SPB-13390","2018-11-14 21:20","안장","2018-11-14"
"SPB-13408","2018-09-29 17:03","기타 ","2018-09-29"
"SPB-13416","2018-08-26 21:34","타이어 ","2018-08-26"
"SPB-13416","2018-08-26 21:34","안장","2018-08-26"
"SPB-13420","2018-10-03 13:27","안장","2018-10-03"
"SPB-13424","2018-11-04 19:34","체인","2018-11-04"
"SPB-13433","2018-10-09 11:29","체인","2018-10-09"
"SPB-13433","2018-10-09 11:29","페달","2018-10-09"
"SPB-13436","2018-10-18 22:31","안장","2018-10-18"
